demand_id,Title,Place,Text,Year,YEAR,DemandNum,PageNum,filename_updated,DocTitle,Author,OrgType,NumSign,AuthSignType,DocSignAction,Demographic,YearOrder,details,CodeList
293,Diversity Recommendation Index_8_14_17.pdf,Page 1: 339-431,"Capital Campaign to create a permanent, proper slave memorial on Grounds. (TaBU, 2015, p. 10)",2017,2017,28,2,Diversity Recommendation Index_8_14_17.pdf,INDEX OF DIVERSITY RECOMMENDATIONS,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,,University Office,1,5 Staff Contributers,#Spaces And Places
294,Diversity Recommendation Index_8_14_17.pdf,Page 1: 366-547,"Improve recruiting of graduate students, especially in the Graduate School of Arts and Sciences, by establishing a central offce devoted to diversity recruitment. (PCODE, 2004, p. 6)",2017,2017,29,2,Diversity Recommendation Index_8_14_17.pdf,INDEX OF DIVERSITY RECOMMENDATIONS,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,,University Office,1,5 Staff Contributers,#Minority Student Recruitment
295,Diversity Recommendation Index_8_14_17.pdf,Page 1: 366-497,"Ensure that persons of color are well represented in key leadership positions, from the Board of Visitors on down. (ED, 2002, p. 10)",2017,2017,30,2,Diversity Recommendation Index_8_14_17.pdf,INDEX OF DIVERSITY RECOMMENDATIONS,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,,University Office,1,5 Staff Contributers,#Minority Faculty Retention #Minority Faculty Staff And Leadership Recruitment
296,Diversity Recommendation Index_8_14_17.pdf,Page 1: 382-502,"Increased student access to OAAA (currently a 9-5 schedule) and increased student services. (TaBU, 2015, p. 10)",2017,2017,31,3,Diversity Recommendation Index_8_14_17.pdf,INDEX OF DIVERSITY RECOMMENDATIONS,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,,University Office,1,5 Staff Contributers,#Office Of African American Affairs
297,Diversity Recommendation Index_8_14_17.pdf,Page 1: 384-529,"Develop new terms for describing diversity that treat people as human beings rather than members of a racial or gender category. (ED, 2002, p. 10)",2017,2017,32,3,Diversity Recommendation Index_8_14_17.pdf,INDEX OF DIVERSITY RECOMMENDATIONS,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,,University Office,1,5 Staff Contributers,#Development Of New Terminology
298,Diversity Recommendation Index_8_14_17.pdf,Page 1: 416-479,"Enhancement of eforts to retain Black faculty. (AF, 1987, p. 1)",2017,2017,33,3,Diversity Recommendation Index_8_14_17.pdf,INDEX OF DIVERSITY RECOMMENDATIONS,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,,University Office,1,5 Staff Contributers,#Minority Faculty Retention
299,Diversity Recommendation Index_8_14_17.pdf,Page 1: 478-644,"Increase the representation and visibility of women and minorities in positions of governance, including in senior administrative and academic positions. (PCODE, 2004)",2017,2017,34,3,Diversity Recommendation Index_8_14_17.pdf,INDEX OF DIVERSITY RECOMMENDATIONS,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,,University Office,1,5 Staff Contributers,#Minority Faculty Staff And Leadership Recruitment
300,Diversity Recommendation Index_8_14_17.pdf,Page 1: 481-629,"Improved student access to Center after hours, possibly through a swipe-card system similar to those used by Cav Daily, UJC, Etc. (TaBU, 2015, p. 20)",2017,2017,35,3,Diversity Recommendation Index_8_14_17.pdf,INDEX OF DIVERSITY RECOMMENDATIONS,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,,University Office,1,5 Staff Contributers,#Cultural Center
301,Diversity Recommendation Index_8_14_17.pdf,Page 1: 495-558,"Enhancement of financial aid for Black students. (AF, 1987, p. 1)",2017,2017,36,3,Diversity Recommendation Index_8_14_17.pdf,INDEX OF DIVERSITY RECOMMENDATIONS,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,,University Office,1,5 Staff Contributers,#Black Students #Financial Aid And Financing
302,Diversity Recommendation Index_8_14_17.pdf,Page 1: 576-753,"Require all hiring processes include signifcant qualifed minority applicants in their pools, possibly necessitating an alteration in current recruitment processes. (PCODE, 2004)1",2017,2017,37,3,Diversity Recommendation Index_8_14_17.pdf,INDEX OF DIVERSITY RECOMMENDATIONS,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,,University Office,1,5 Staff Contributers,#Minority Faculty Staff And Leadership Recruitment
303,Diversity Recommendation Index_8_14_17.pdf,Page 1: 578-740,"In order to aid faculty and graduate student recruitment, establish an offce to assist in fnding employment opportunities for “trailing” spouses. (ED, 2002, p. 11)",2017,2017,38,3,Diversity Recommendation Index_8_14_17.pdf,INDEX OF DIVERSITY RECOMMENDATIONS,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,,University Office,1,5 Staff Contributers,#Minority Faculty Staff And Leadership Recruitment #Minority Student Recruitment
304,Diversity Recommendation Index_8_14_17.pdf,Page 1: 579-712,"Direct the Offce of Admissions to set and operationalize a goal of tripling the number of enrolled Black students by 2020. (AFC, 2015)",2017,2017,39,3,Diversity Recommendation Index_8_14_17.pdf,INDEX OF DIVERSITY RECOMMENDATIONS,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,,University Office,1,5 Staff Contributers,#Black Students
305,Diversity Recommendation Index_8_14_17.pdf,Page 1: 661-1422,"In preparation for the University of Virginia’s bicentennial, (a) charge a distinguished diverse group of scholars and students to propose representative symbols for Grounds of slave life in the Academical Village as well as of the impact of women and minorities in contemporary University life, (b) issue RFPs for scholarly projects involving faculty and students utilizing the recently digitized historical archives, (c) develop a permanent exhibit refecting the early history of the University and its evolution over 200 years, (d) charge the University Guides to develop a bicentennial narrative including the role of slaves in the Academical Village and the contributions of African Americans and women shaping the contemporary University. (CWG, 2015, p. 4)",2017,2017,40,3,Diversity Recommendation Index_8_14_17.pdf,INDEX OF DIVERSITY RECOMMENDATIONS,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,,University Office,1,5 Staff Contributers,#Spaces And Places
306,Diversity Recommendation Index_8_14_17.pdf,Page 1: 662-809,"Encourage mentoring and sharing of information so that new staff can develop the knowledge and networks they need to perform well. (ED, 2002, p. 10)",2017,2017,41,4,Diversity Recommendation Index_8_14_17.pdf,INDEX OF DIVERSITY RECOMMENDATIONS,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,,University Office,1,5 Staff Contributers,#Mentorship + Assistance + Training #Minority Faculty Retention
307,Diversity Recommendation Index_8_14_17.pdf,Page 1: 664-752,"Make sensitivity camps mandatory for department chairs and supervisors. (ED, 2002, p. 10)",2017,2017,42,4,Diversity Recommendation Index_8_14_17.pdf,INDEX OF DIVERSITY RECOMMENDATIONS,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,,University Office,1,5 Staff Contributers,#Mentorship + Assistance + Training #Minority Faculty Retention
309,Diversity Recommendation Index_8_14_17.pdf,Page 1: 704-905,"Build on the nationally recognized success of the Offce of African American Affairs (OAAA) by continuing to support at sustainable levels the range of programs offered by that offce. (PCODE, 2004, p. 7)",2017,2017,43,4,Diversity Recommendation Index_8_14_17.pdf,INDEX OF DIVERSITY RECOMMENDATIONS,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,,University Office,1,5 Staff Contributers,#Office Of African American Affairs
310,Diversity Recommendation Index_8_14_17.pdf,Page 1: 707-1006,"Enlist the Curriculum Committee of the College of Arts & Sciences to survey existing course offerings related to power-based inequities, identify gaps, and recruit faculty to fll gaps. Consider requiring all students to enroll in a 3 credit course addressing power-based inequities. (CWG, 2015, p. 8)",2017,2017,44,4,Diversity Recommendation Index_8_14_17.pdf,INDEX OF DIVERSITY RECOMMENDATIONS,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,,University Office,1,5 Staff Contributers,#Inclusive Anti Racist Curriculum Programs
311,Diversity Recommendation Index_8_14_17.pdf,Page 1: 714-819,"Provide access to all policies (faculty and classifed) on a single, central Web site. (PCODE, 2004, p. 10)",2017,2017,45,4,Diversity Recommendation Index_8_14_17.pdf,INDEX OF DIVERSITY RECOMMENDATIONS,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,,University Office,1,5 Staff Contributers,#Reducing Administrative Barriers
312,Diversity Recommendation Index_8_14_17.pdf,Page 1: 739-913,"Annual review of retention, hiring, and pay equity across faculty, administration, and non-administrative employees, with tangible efforts for improvement. (TaBU, 2015, p. 25)",2017,2017,46,4,Diversity Recommendation Index_8_14_17.pdf,INDEX OF DIVERSITY RECOMMENDATIONS,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,,University Office,1,5 Staff Contributers,#Minority Faculty Staff And Leadership Recruitment #Research Or Coursework
313,Diversity Recommendation Index_8_14_17.pdf,Page 1: 776-972,"Create an ombudsman position to be actively involved in addressing problems that do not rise to the level of discrimination as defined by Title VII, thus working on “climate” issues. (MF, 1996, p.3)",2017,2017,47,4,Diversity Recommendation Index_8_14_17.pdf,INDEX OF DIVERSITY RECOMMENDATIONS,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,,University Office,1,5 Staff Contributers,#Reducing Administrative Barriers #School Climate
314,Diversity Recommendation Index_8_14_17.pdf,Page 1: 818-1045,"Mentoring program to groom current African American supervisors for upper level management positions (perhaps a similar model to OAAA [Offce of African American Affairs] Peer Mentoring Program). (MF, 1996, p. 3)",2017,2017,48,4,Diversity Recommendation Index_8_14_17.pdf,INDEX OF DIVERSITY RECOMMENDATIONS,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,,University Office,1,5 Staff Contributers,#Mentorship + Assistance + Training #Minority Faculty Retention
315,Diversity Recommendation Index_8_14_17.pdf,Page 1: 824-1211,"Strengthen the loan line initiative and simplify it. Enable departments to use loan lines until appointees leave. Make loan lines available in the Health System as well as in the Provost’s area. Publicize the loan lines more aggressively to deans and department chairs as means of ensuring greater diversity in schools and departments through strategic hiring and retention. (PCODE, 2004)",2017,2017,49,4,Diversity Recommendation Index_8_14_17.pdf,INDEX OF DIVERSITY RECOMMENDATIONS,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,,University Office,1,5 Staff Contributers,#Minority Faculty Retention #Minority Faculty Staff And Leadership Recruitment
316,Diversity Recommendation Index_8_14_17.pdf,Page 1: 866-943,"Enhancement of efforts to retain and graduate Black students. (AF, 1987, p. 2)",2017,2017,50,4,Diversity Recommendation Index_8_14_17.pdf,INDEX OF DIVERSITY RECOMMENDATIONS,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,,University Office,1,5 Staff Contributers,#Black Students
317,Diversity Recommendation Index_8_14_17.pdf,Page 1: 976-1055,"Storage space for Minority Organizations at Cultural Center. (TaBU, 2015, p. 20)",2017,2017,51,5,Diversity Recommendation Index_8_14_17.pdf,INDEX OF DIVERSITY RECOMMENDATIONS,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,,University Office,1,5 Staff Contributers,#Cultural Center
318,Diversity Recommendation Index_8_14_17.pdf,Page 1: 977-1140,"Build on our success in undergraduate minority recruitment by enhancing the activities of the existing Outreach Offce in the Offce of Admission. (PCODE, 2004, p. 6)",2017,2017,52,5,Diversity Recommendation Index_8_14_17.pdf,INDEX OF DIVERSITY RECOMMENDATIONS,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,,University Office,1,5 Staff Contributers,#Current Iniatives And Working Groups #Minority Student Recruitment
319,Diversity Recommendation Index_8_14_17.pdf,Page 1: 992-1094,"Provide fnancial aid or free tuition to children of staff who attend the University. (ED, 2002, p. 10)",2017,2017,53,5,Diversity Recommendation Index_8_14_17.pdf,INDEX OF DIVERSITY RECOMMENDATIONS,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,,University Office,1,5 Staff Contributers,#Financial Aid And Financing
320,Diversity Recommendation Index_8_14_17.pdf,Page 1: 993-1124,"Put resources into strengthening the [Edgar F.] Shannon Center, for recruitment and retention of the best faculty. (ED, 2002, p. 12)",2017,2017,54,5,Diversity Recommendation Index_8_14_17.pdf,INDEX OF DIVERSITY RECOMMENDATIONS,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,,University Office,1,5 Staff Contributers,#Current Iniatives And Working Groups #Minority Faculty Staff And Leadership Recruitment
321,Diversity Recommendation Index_8_14_17.pdf,Page 1: 1022-1183,"Expand and mandate Equal Opportunity Program workshops for hiring offcials and search committees; improve communication among hiring offcials. (PCODE, 2004, p. 9)",2017,2017,55,5,Diversity Recommendation Index_8_14_17.pdf,INDEX OF DIVERSITY RECOMMENDATIONS,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,,University Office,1,5 Staff Contributers,#Mentorship + Assistance + Training #Minority Faculty / Staff Recruitment #School Climate
322,Diversity Recommendation Index_8_14_17.pdf,Page 1: 1023-1207,"Create a University-wide Institute on Aging, with contributions from many schools including Medicine, Nursing, Engineering, Commerce, Business, Law, Architecture, etc. (ED, 2002, p. 12)",2017,2017,56,5,Diversity Recommendation Index_8_14_17.pdf,INDEX OF DIVERSITY RECOMMENDATIONS,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,,University Office,1,5 Staff Contributers,#Research Or Coursework
323,Diversity Recommendation Index_8_14_17.pdf,Page 1: 1040-1140,"Link knowledge of the University’s resources and opportunities to the community. (PCODE, 2004, p. 10)",2017,2017,57,5,Diversity Recommendation Index_8_14_17.pdf,INDEX OF DIVERSITY RECOMMENDATIONS,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,,University Office,1,5 Staff Contributers,#Community Labor Or Partnership #Reducing Administrative Barriers
324,Diversity Recommendation Index_8_14_17.pdf,Page 1: 1046-1168,"Percentage of minority student population should match percentage of minority citizens in Commonwealth. (TaBU, 2015, p. 22)",2017,2017,58,5,Diversity Recommendation Index_8_14_17.pdf,INDEX OF DIVERSITY RECOMMENDATIONS,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,,University Office,1,5 Staff Contributers,#Minority Student Recruitment
325,Diversity Recommendation Index_8_14_17.pdf,Page 1: 1068-1265,"More extensive training programs. In addition, African Americans should be actively encouraged to take advantage of the training programs and supervisory classes that are available. (MF, 1996, p. 3)",2017,2017,59,5,Diversity Recommendation Index_8_14_17.pdf,INDEX OF DIVERSITY RECOMMENDATIONS,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,,University Office,1,5 Staff Contributers,#Mentorship + Assistance + Training
326,Diversity Recommendation Index_8_14_17.pdf,Page 1: 1113-1299,"Provide opportunities for Associate Deans at all the schools to meet together monthly, to exchange information about what they’re doing and opportunities for joint work. (ED, 2002, p. 11)",2017,2017,60,5,Diversity Recommendation Index_8_14_17.pdf,INDEX OF DIVERSITY RECOMMENDATIONS,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,,University Office,1,5 Staff Contributers,#Reducing Administrative Barriers
327,Diversity Recommendation Index_8_14_17.pdf,Page 1: 1117-1279,"Split the current “non-Western Perspectives” requirement in the College of Arts & Sciences into two parts: Global Diversity and U.S. Diversity. (PCODE, 2004, p. 8)",2017,2017,61,6,Diversity Recommendation Index_8_14_17.pdf,INDEX OF DIVERSITY RECOMMENDATIONS,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,,University Office,1,5 Staff Contributers,#Inclusive Anti Racist Curriculum Programs
328,Diversity Recommendation Index_8_14_17.pdf,Page 1: 1178-1270,"Provide resources for faculty who want or need help reaching diverse audiences. (PCODE, 2004)",2017,2017,62,6,Diversity Recommendation Index_8_14_17.pdf,INDEX OF DIVERSITY RECOMMENDATIONS,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,,University Office,1,5 Staff Contributers,#Reducing Administrative Barriers
329,Diversity Recommendation Index_8_14_17.pdf,Page 1: 1201-1260,"Refurbishment of LPJBCC Cultural Center. (TaBU, 2015, p. 26)",2017,2017,63,6,Diversity Recommendation Index_8_14_17.pdf,INDEX OF DIVERSITY RECOMMENDATIONS,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,,University Office,1,5 Staff Contributers,#Cultural Center #Financial Aid And Financing
330,Diversity Recommendation Index_8_14_17.pdf,Page 1: 1224-1377,"Find means to continue to attract high quality minority students and to develop recruitment programs that encourage their attendance at UVA. (PCODE, 2004)",2017,2017,64,6,Diversity Recommendation Index_8_14_17.pdf,INDEX OF DIVERSITY RECOMMENDATIONS,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,,University Office,1,5 Staff Contributers,#Minority Student Recruitment
331,Diversity Recommendation Index_8_14_17.pdf,Page 1: 1249-1329,"Re-evaluate recruitment tactics when attracting Black talent. (TaBU, 2015, p. 22)",2017,2017,65,6,Diversity Recommendation Index_8_14_17.pdf,INDEX OF DIVERSITY RECOMMENDATIONS,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,,University Office,1,5 Staff Contributers,#Black Students
332,Diversity Recommendation Index_8_14_17.pdf,Page 1: 1277-1792,"As for faculty recruitment, participants voiced concern over using loan lines for such purposes. These positions should be funded with permanent investments, allowing the University to recruit faculty who can effect change. Also one of the things that makes faculty recruitment more diffcult is that many schools are “right on the edge” in covering their class sections in core areas. That forces schools to recruit faculty in mainstream disciplines; minority candidates may not always ft this mold. (ED, 2002, p. 9)",2017,2017,66,6,Diversity Recommendation Index_8_14_17.pdf,INDEX OF DIVERSITY RECOMMENDATIONS,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,,University Office,1,5 Staff Contributers,#Financial Aid And Financing #Minority Faculty Staff And Leadership Recruitment
333,Diversity Recommendation Index_8_14_17.pdf,Page 1: 1289-1371,"Address issues of implicit bias and cultural awareness for all faculty. (AFC, 2015)",2017,2017,67,6,Diversity Recommendation Index_8_14_17.pdf,INDEX OF DIVERSITY RECOMMENDATIONS,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,,University Office,1,5 Staff Contributers,#Mentorship + Assistance + Training #School Climate
334,Diversity Recommendation Index_8_14_17.pdf,Page 1: 1290-1342,"Representative search committees. (TaBU, 2015, p. 25)",2017,2017,68,6,Diversity Recommendation Index_8_14_17.pdf,INDEX OF DIVERSITY RECOMMENDATIONS,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,,University Office,1,5 Staff Contributers,#Minority Faculty Staff And Leadership Recruitment
335,Diversity Recommendation Index_8_14_17.pdf,Page 1: 1322-1457,"Create a better alignment between responsibilities and authority so that staff members feel ownership of what they do. (ED, 2002, p. 10)",2017,2017,69,6,Diversity Recommendation Index_8_14_17.pdf,INDEX OF DIVERSITY RECOMMENDATIONS,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,,University Office,1,5 Staff Contributers,#Reducing Administrative Barriers
336,Diversity Recommendation Index_8_14_17.pdf,Page 1: 1361-1512,"President and Dean of Students to deliver statements promoting acceptance and acknowledgement of the University’s troubled past. (TaBU, 2015, p. 7)",2017,2017,70,6,Diversity Recommendation Index_8_14_17.pdf,INDEX OF DIVERSITY RECOMMENDATIONS,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,,University Office,1,5 Staff Contributers,#Statements From University Leadership
337,Diversity Recommendation Index_8_14_17.pdf,Page 1: 1362-1543,"Develop space and equitable allocation systems to accommodate all student populations especially LGBTQ, African American populations, and other marginalized groups. (CWG, 2015, p. 8)",2017,2017,71,7,Diversity Recommendation Index_8_14_17.pdf,INDEX OF DIVERSITY RECOMMENDATIONS,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,,University Office,1,5 Staff Contributers,#Spaces And Places
338,Diversity Recommendation Index_8_14_17.pdf,Page 1: 1370-1491,"Recruit and retain Black administrators and those with a background in diversity and inclusion. (TaBU, 2015, p. 26)",2017,2017,72,7,Diversity Recommendation Index_8_14_17.pdf,INDEX OF DIVERSITY RECOMMENDATIONS,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,,University Office,1,5 Staff Contributers,#Minority Faculty Staff And Leadership Recruitment
339,Diversity Recommendation Index_8_14_17.pdf,Page 1: 1391-1472,"Expansion of Carter G. Woodson Institute’s physical footprint. (TaBU, 2015, p. 20)",2017,2017,73,7,Diversity Recommendation Index_8_14_17.pdf,INDEX OF DIVERSITY RECOMMENDATIONS,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,,University Office,1,5 Staff Contributers,#Current Iniatives And Working Groups #Financial Aid And Financing #Spaces And Places
340,Diversity Recommendation Index_8_14_17.pdf,Page 1: 1447-1713,"Department chairs and administrative leaders in each school should be encouraged to go beyond the “usual suspects” syndrome and distribute the administrative workload among faculty, to help expand participation in the overall life of the University. (ED, 2002, p. 11)",2017,2017,74,7,Diversity Recommendation Index_8_14_17.pdf,INDEX OF DIVERSITY RECOMMENDATIONS,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,,University Office,1,5 Staff Contributers,#Reducing Administrative Barriers
341,Diversity Recommendation Index_8_14_17.pdf,Page 1: 1458-1606,"Increased enrollment from geographic areas with low numbers of applications through dedicated relationship-building and planning. (TaBU, 2015, p. 22)",2017,2017,75,7,Diversity Recommendation Index_8_14_17.pdf,INDEX OF DIVERSITY RECOMMENDATIONS,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,,University Office,1,5 Staff Contributers,#Minority Student Recruitment
342,Diversity Recommendation Index_8_14_17.pdf,Page 1: 1459-1672,"Provide incentives and rewards, both financial and other, for schools and other administrative units of the University where faculty, staff, and student populations refect a diverse mix of individuals. (PCODE, 2004)",2017,2017,76,7,Diversity Recommendation Index_8_14_17.pdf,INDEX OF DIVERSITY RECOMMENDATIONS,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,,University Office,1,5 Staff Contributers,#Minority Faculty Staff And Leadership Recruitment #Minority Student Recruitment
343,Diversity Recommendation Index_8_14_17.pdf,Page 1: 1463-1964,"Yearly review and statistical analysis of performance reviews for each race by major business unit, in order to determine whether a problem is institutional or “if particular areas are skewing the numbers for the whole University.” In addition, yearly review and statistical analysis of written notices and terminations for cause, with respect to race and major business unit, should also be done. African American employees are receiving disciplinary action at disproportionate rates. (MF, 1996, p. 3)",2017,2017,77,7,Diversity Recommendation Index_8_14_17.pdf,INDEX OF DIVERSITY RECOMMENDATIONS,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,,University Office,1,5 Staff Contributers,#Data Collection And Transparency #Minority Faculty Retention
344,Diversity Recommendation Index_8_14_17.pdf,Page 1: 1478-1641,"University to request that Attorney General reconsider the Commonwealth’s ruling in regards to mandating certain wages for contracted employees. (TaBU, 2015, p. 16)",2017,2017,78,7,Diversity Recommendation Index_8_14_17.pdf,INDEX OF DIVERSITY RECOMMENDATIONS,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,,University Office,1,5 Staff Contributers,#Living Wage
345,Diversity Recommendation Index_8_14_17.pdf,Page 1: 1484-1578,"Develop a regular publication in which staff members can express their views. (ED, 2002, p. 10)",2017,2017,79,7,Diversity Recommendation Index_8_14_17.pdf,INDEX OF DIVERSITY RECOMMENDATIONS,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,,University Office,1,5 Staff Contributers,#Reducing Administrative Barriers #School Climate
346,Diversity Recommendation Index_8_14_17.pdf,Page 1: 1493-1614,"UPD, Charlottesville PD, Albemarle PD undergo thorough implicit bias and discrimination training. (TaBU, 2015, p. 13)",2017,2017,80,7,Diversity Recommendation Index_8_14_17.pdf,INDEX OF DIVERSITY RECOMMENDATIONS,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,,University Office,1,5 Staff Contributers,#Mentorship + Assistance + Training #School Climate
347,Diversity Recommendation Index_8_14_17.pdf,Page 1: 1507-1706,"Allocate additional resources to the Provost’s faculty loan lines to serve as an incentive and to provide fnancial support to the schools for recruitment of outstanding minority faculty. (PCODE, 2004)",2017,2017,81,8,Diversity Recommendation Index_8_14_17.pdf,INDEX OF DIVERSITY RECOMMENDATIONS,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,,University Office,1,5 Staff Contributers,#Current Iniatives And Working Groups #Financial Aid And Financing
349,Diversity Recommendation Index_8_14_17.pdf,Page 1: 1528-1741,"Create grants for faculty to develop new courses or expand their syllabi to include racial/ethnic diversity issues and to explore innovative teaching methods that address a diverse student body. (PCODE, 2004, p. 9)",2017,2017,82,8,Diversity Recommendation Index_8_14_17.pdf,INDEX OF DIVERSITY RECOMMENDATIONS,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,,University Office,1,5 Staff Contributers,#Adding Courses #Financial Aid And Financing #Inclusive Anti Racist Curriculum Programs
350,Diversity Recommendation Index_8_14_17.pdf,Page 1: 1536-1761,"Ensure that there is a commitment to diversity at the highest level of the University’s administration—including the Board of Visitors—and that this commitment flters down into all departments and programs. (ED, 2002, p. 11)",2017,2017,83,8,Diversity Recommendation Index_8_14_17.pdf,INDEX OF DIVERSITY RECOMMENDATIONS,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,,University Office,1,5 Staff Contributers,#School Climate #Statements From University Leadership
351,Diversity Recommendation Index_8_14_17.pdf,Page 1: 1560-1682,"Mandatory online summer cultural competency training module and mandatory fall orientation presentation. (TaBU, 2015, p. 7)",2017,2017,84,8,Diversity Recommendation Index_8_14_17.pdf,INDEX OF DIVERSITY RECOMMENDATIONS,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,,University Office,1,5 Staff Contributers,#Adding Courses #Inclusive Anti Racist Curriculum Programs
352,Diversity Recommendation Index_8_14_17.pdf,Page 1: 1561-1654,"Establish an offce devoted to the recruitment of minority staff and faculty. (ED, 2002, p. 10)",2017,2017,85,8,Diversity Recommendation Index_8_14_17.pdf,INDEX OF DIVERSITY RECOMMENDATIONS,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,,University Office,1,5 Staff Contributers,#Minority Faculty Staff And Leadership Recruitment
353,Diversity Recommendation Index_8_14_17.pdf,Page 1: 1614-1677,"Funding for Umbrella minority organizations. (TaBU, 2015, p. 20)",2017,2017,86,8,Diversity Recommendation Index_8_14_17.pdf,INDEX OF DIVERSITY RECOMMENDATIONS,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,,University Office,1,5 Staff Contributers,#Current Iniatives And Working Groups #Financial Aid And Financing
354,Diversity Recommendation Index_8_14_17.pdf,Page 1: 1643-1740,"Creation of quantifable goals to increase Black administrators across Grounds. (TaBU, 2015, p. 11)",2017,2017,87,8,Diversity Recommendation Index_8_14_17.pdf,INDEX OF DIVERSITY RECOMMENDATIONS,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,,University Office,1,5 Staff Contributers,#Minority Faculty Staff And Leadership Recruitment
