YEAR,Title,Code,Count,filename_updated,DocTitle,Author,OrgType,NumSign,AuthSignType,DocSignAction,Demographic,YearOrder,docid,details
2019,GREENLEE.Letter.Barringer.6.6.19.2019.pdf,Financial Aid and Financing,0,GREENLEE.Letter.Barringer.6.6.19.2019.pdf,Barringer Wing,Justin Greenlee,Student (individual),,,"Letter sent to President Ryan, Mark M. Luellen, Eric Swensen",Students,2,18,"Letter sent to President Ryan, Mark M. Luellen, Eric Swensen"
2019,GREENLEE.Letter.Barringer.6.6.19.2019.pdf,Living Wage,0,GREENLEE.Letter.Barringer.6.6.19.2019.pdf,Barringer Wing,Justin Greenlee,Student (individual),,,"Letter sent to President Ryan, Mark M. Luellen, Eric Swensen",Students,2,18,"Letter sent to President Ryan, Mark M. Luellen, Eric Swensen"
2019,GREENLEE.Letter.Barringer.6.6.19.2019.pdf,Minority Faculty / Staff Recruitment and Retention,0,GREENLEE.Letter.Barringer.6.6.19.2019.pdf,Barringer Wing,Justin Greenlee,Student (individual),,,"Letter sent to President Ryan, Mark M. Luellen, Eric Swensen",Students,2,18,"Letter sent to President Ryan, Mark M. Luellen, Eric Swensen"
2019,GREENLEE.Letter.Barringer.6.6.19.2019.pdf,Minority Student Recruitment,0,GREENLEE.Letter.Barringer.6.6.19.2019.pdf,Barringer Wing,Justin Greenlee,Student (individual),,,"Letter sent to President Ryan, Mark M. Luellen, Eric Swensen",Students,2,18,"Letter sent to President Ryan, Mark M. Luellen, Eric Swensen"
2019,GREENLEE.Letter.Barringer.6.6.19.2019.pdf,Reparations,0,GREENLEE.Letter.Barringer.6.6.19.2019.pdf,Barringer Wing,Justin Greenlee,Student (individual),,,"Letter sent to President Ryan, Mark M. Luellen, Eric Swensen",Students,2,18,"Letter sent to President Ryan, Mark M. Luellen, Eric Swensen"
2019,GREENLEE.Letter.Barringer.6.6.19.2019.pdf,Research or Coursework,0,GREENLEE.Letter.Barringer.6.6.19.2019.pdf,Barringer Wing,Justin Greenlee,Student (individual),,,"Letter sent to President Ryan, Mark M. Luellen, Eric Swensen",Students,2,18,"Letter sent to President Ryan, Mark M. Luellen, Eric Swensen"
2019,GREENLEE.Letter.Barringer.6.6.19.2019.pdf,School Climate,0,GREENLEE.Letter.Barringer.6.6.19.2019.pdf,Barringer Wing,Justin Greenlee,Student (individual),,,"Letter sent to President Ryan, Mark M. Luellen, Eric Swensen",Students,2,18,"Letter sent to President Ryan, Mark M. Luellen, Eric Swensen"
2019,GREENLEE.Letter.Barringer.6.6.19.2019.pdf,Spaces and Places,1,GREENLEE.Letter.Barringer.6.6.19.2019.pdf,Barringer Wing,Justin Greenlee,Student (individual),,,"Letter sent to President Ryan, Mark M. Luellen, Eric Swensen",Students,2,18,"Letter sent to President Ryan, Mark M. Luellen, Eric Swensen"
2019,IS@UVA Next Steps 11-19.docx,Abolition/ Defunding,0,IS@UVA Next Steps 11-19.pdf,Next Steps Regarding Monument Removal,IndigenousStudies@UVA,Faculty Group,,,Action Steps for UVA Administration,Faculty/Staff,3,19,Action Steps for UVA Administration
2019,IS@UVA Next Steps 11-19.docx,Community Labor or Partnership,1,IS@UVA Next Steps 11-19.pdf,Next Steps Regarding Monument Removal,IndigenousStudies@UVA,Faculty Group,,,Action Steps for UVA Administration,Faculty/Staff,3,19,Action Steps for UVA Administration
2019,IS@UVA Next Steps 11-19.docx,Current Iniatives and Working Groups,2,IS@UVA Next Steps 11-19.pdf,Next Steps Regarding Monument Removal,IndigenousStudies@UVA,Faculty Group,,,Action Steps for UVA Administration,Faculty/Staff,3,19,Action Steps for UVA Administration
2019,IS@UVA Next Steps 11-19.docx,Data Collection and Transparency,0,IS@UVA Next Steps 11-19.pdf,Next Steps Regarding Monument Removal,IndigenousStudies@UVA,Faculty Group,,,Action Steps for UVA Administration,Faculty/Staff,3,19,Action Steps for UVA Administration
2019,IS@UVA Next Steps 11-19.docx,Diversity in Student Leadership,0,IS@UVA Next Steps 11-19.pdf,Next Steps Regarding Monument Removal,IndigenousStudies@UVA,Faculty Group,,,Action Steps for UVA Administration,Faculty/Staff,3,19,Action Steps for UVA Administration
2019,IS@UVA Next Steps 11-19.docx,Financial Aid and Financing,0,IS@UVA Next Steps 11-19.pdf,Next Steps Regarding Monument Removal,IndigenousStudies@UVA,Faculty Group,,,Action Steps for UVA Administration,Faculty/Staff,3,19,Action Steps for UVA Administration
2019,IS@UVA Next Steps 11-19.docx,Living Wage,0,IS@UVA Next Steps 11-19.pdf,Next Steps Regarding Monument Removal,IndigenousStudies@UVA,Faculty Group,,,Action Steps for UVA Administration,Faculty/Staff,3,19,Action Steps for UVA Administration
2019,IS@UVA Next Steps 11-19.docx,Minority Faculty / Staff Recruitment and Retention,0,IS@UVA Next Steps 11-19.pdf,Next Steps Regarding Monument Removal,IndigenousStudies@UVA,Faculty Group,,,Action Steps for UVA Administration,Faculty/Staff,3,19,Action Steps for UVA Administration
2019,IS@UVA Next Steps 11-19.docx,Minority Student Recruitment,1,IS@UVA Next Steps 11-19.pdf,Next Steps Regarding Monument Removal,IndigenousStudies@UVA,Faculty Group,,,Action Steps for UVA Administration,Faculty/Staff,3,19,Action Steps for UVA Administration
2019,IS@UVA Next Steps 11-19.docx,Reparations,0,IS@UVA Next Steps 11-19.pdf,Next Steps Regarding Monument Removal,IndigenousStudies@UVA,Faculty Group,,,Action Steps for UVA Administration,Faculty/Staff,3,19,Action Steps for UVA Administration
2019,IS@UVA Next Steps 11-19.docx,Research or Coursework,1,IS@UVA Next Steps 11-19.pdf,Next Steps Regarding Monument Removal,IndigenousStudies@UVA,Faculty Group,,,Action Steps for UVA Administration,Faculty/Staff,3,19,Action Steps for UVA Administration
2019,IS@UVA Next Steps 11-19.docx,School Climate,0,IS@UVA Next Steps 11-19.pdf,Next Steps Regarding Monument Removal,IndigenousStudies@UVA,Faculty Group,,,Action Steps for UVA Administration,Faculty/Staff,3,19,Action Steps for UVA Administration
2019,IS@UVA Next Steps 11-19.docx,Spaces and Places,3,IS@UVA Next Steps 11-19.pdf,Next Steps Regarding Monument Removal,IndigenousStudies@UVA,Faculty Group,,,Action Steps for UVA Administration,Faculty/Staff,3,19,Action Steps for UVA Administration
2020,Associate Dean for Diversity and Medical Education position description.....docx,Abolition/ Defunding,0,Associate Dean for Diversity and Medical Education position description.....pdf,Demand for Observation of MLK Day,Associate Dean for Medicine and Nursing,Faculty Group,,,,Faculty/Staff,1,20,
2020,Associate Dean for Diversity and Medical Education position description.....docx,Community Labor or Partnership,0,Associate Dean for Diversity and Medical Education position description.....pdf,Demand for Observation of MLK Day,Associate Dean for Medicine and Nursing,Faculty Group,,,,Faculty/Staff,1,20,
2020,Associate Dean for Diversity and Medical Education position description.....docx,Current Iniatives and Working Groups,0,Associate Dean for Diversity and Medical Education position description.....pdf,Demand for Observation of MLK Day,Associate Dean for Medicine and Nursing,Faculty Group,,,,Faculty/Staff,1,20,
2020,Associate Dean for Diversity and Medical Education position description.....docx,Data Collection and Transparency,0,Associate Dean for Diversity and Medical Education position description.....pdf,Demand for Observation of MLK Day,Associate Dean for Medicine and Nursing,Faculty Group,,,,Faculty/Staff,1,20,
2020,Associate Dean for Diversity and Medical Education position description.....docx,Diversity in Student Leadership,0,Associate Dean for Diversity and Medical Education position description.....pdf,Demand for Observation of MLK Day,Associate Dean for Medicine and Nursing,Faculty Group,,,,Faculty/Staff,1,20,
2020,Associate Dean for Diversity and Medical Education position description.....docx,Financial Aid and Financing,0,Associate Dean for Diversity and Medical Education position description.....pdf,Demand for Observation of MLK Day,Associate Dean for Medicine and Nursing,Faculty Group,,,,Faculty/Staff,1,20,
2020,Associate Dean for Diversity and Medical Education position description.....docx,Living Wage,0,Associate Dean for Diversity and Medical Education position description.....pdf,Demand for Observation of MLK Day,Associate Dean for Medicine and Nursing,Faculty Group,,,,Faculty/Staff,1,20,
2020,Associate Dean for Diversity and Medical Education position description.....docx,Minority Faculty / Staff Recruitment and Retention,0,Associate Dean for Diversity and Medical Education position description.....pdf,Demand for Observation of MLK Day,Associate Dean for Medicine and Nursing,Faculty Group,,,,Faculty/Staff,1,20,
2020,Associate Dean for Diversity and Medical Education position description.....docx,Minority Student Recruitment,0,Associate Dean for Diversity and Medical Education position description.....pdf,Demand for Observation of MLK Day,Associate Dean for Medicine and Nursing,Faculty Group,,,,Faculty/Staff,1,20,
2020,Associate Dean for Diversity and Medical Education position description.....docx,Reparations,0,Associate Dean for Diversity and Medical Education position description.....pdf,Demand for Observation of MLK Day,Associate Dean for Medicine and Nursing,Faculty Group,,,,Faculty/Staff,1,20,
2020,Associate Dean for Diversity and Medical Education position description.....docx,Research or Coursework,0,Associate Dean for Diversity and Medical Education position description.....pdf,Demand for Observation of MLK Day,Associate Dean for Medicine and Nursing,Faculty Group,,,,Faculty/Staff,1,20,
2020,Associate Dean for Diversity and Medical Education position description.....docx,School Climate,0,Associate Dean for Diversity and Medical Education position description.....pdf,Demand for Observation of MLK Day,Associate Dean for Medicine and Nursing,Faculty Group,,,,Faculty/Staff,1,20,
2020,Associate Dean for Diversity and Medical Education position description.....docx,Spaces and Places,1,Associate Dean for Diversity and Medical Education position description.....pdf,Demand for Observation of MLK Day,Associate Dean for Medicine and Nursing,Faculty Group,,,,Faculty/Staff,1,20,
2020,MLK Day Letter - Students.docx,Abolition/ Defunding,0,MLK Day Letter - Students.pdf,Recognition of MLK Day,UVA Medicine Students,Student Group,203,Students and Alumni,signed,Students,2,21,203 Students and Alumni signed
2020,MLK Day Letter - Students.docx,Community Labor or Partnership,0,MLK Day Letter - Students.pdf,Recognition of MLK Day,UVA Medicine Students,Student Group,203,Students and Alumni,signed,Students,2,21,203 Students and Alumni signed
2020,MLK Day Letter - Students.docx,Current Iniatives and Working Groups,0,MLK Day Letter - Students.pdf,Recognition of MLK Day,UVA Medicine Students,Student Group,203,Students and Alumni,signed,Students,2,21,203 Students and Alumni signed
2020,MLK Day Letter - Students.docx,Data Collection and Transparency,0,MLK Day Letter - Students.pdf,Recognition of MLK Day,UVA Medicine Students,Student Group,203,Students and Alumni,signed,Students,2,21,203 Students and Alumni signed
2020,MLK Day Letter - Students.docx,Diversity in Student Leadership,0,MLK Day Letter - Students.pdf,Recognition of MLK Day,UVA Medicine Students,Student Group,203,Students and Alumni,signed,Students,2,21,203 Students and Alumni signed
2020,MLK Day Letter - Students.docx,Financial Aid and Financing,0,MLK Day Letter - Students.pdf,Recognition of MLK Day,UVA Medicine Students,Student Group,203,Students and Alumni,signed,Students,2,21,203 Students and Alumni signed
2020,MLK Day Letter - Students.docx,Living Wage,0,MLK Day Letter - Students.pdf,Recognition of MLK Day,UVA Medicine Students,Student Group,203,Students and Alumni,signed,Students,2,21,203 Students and Alumni signed
2020,MLK Day Letter - Students.docx,Minority Faculty / Staff Recruitment and Retention,0,MLK Day Letter - Students.pdf,Recognition of MLK Day,UVA Medicine Students,Student Group,203,Students and Alumni,signed,Students,2,21,203 Students and Alumni signed
2020,MLK Day Letter - Students.docx,Minority Student Recruitment,0,MLK Day Letter - Students.pdf,Recognition of MLK Day,UVA Medicine Students,Student Group,203,Students and Alumni,signed,Students,2,21,203 Students and Alumni signed
2020,MLK Day Letter - Students.docx,Reparations,0,MLK Day Letter - Students.pdf,Recognition of MLK Day,UVA Medicine Students,Student Group,203,Students and Alumni,signed,Students,2,21,203 Students and Alumni signed
2020,MLK Day Letter - Students.docx,Research or Coursework,0,MLK Day Letter - Students.pdf,Recognition of MLK Day,UVA Medicine Students,Student Group,203,Students and Alumni,signed,Students,2,21,203 Students and Alumni signed
2020,MLK Day Letter - Students.docx,School Climate,0,MLK Day Letter - Students.pdf,Recognition of MLK Day,UVA Medicine Students,Student Group,203,Students and Alumni,signed,Students,2,21,203 Students and Alumni signed
2020,MLK Day Letter - Students.docx,Spaces and Places,1,MLK Day Letter - Students.pdf,Recognition of MLK Day,UVA Medicine Students,Student Group,203,Students and Alumni,signed,Students,2,21,203 Students and Alumni signed
2020,June 1 Co-signed Demands.docx,Abolition/ Defunding,1,June 1 Co-signed Demands.pdf,Demands for Liberation from the Past,Students,Student Group,,,Letter to the UVA Administration,Students,3,22,Letter to the UVA Administration
2020,June 1 Co-signed Demands.docx,Community Labor or Partnership,0,June 1 Co-signed Demands.pdf,Demands for Liberation from the Past,Students,Student Group,,,Letter to the UVA Administration,Students,3,22,Letter to the UVA Administration
2020,June 1 Co-signed Demands.docx,Current Iniatives and Working Groups,0,June 1 Co-signed Demands.pdf,Demands for Liberation from the Past,Students,Student Group,,,Letter to the UVA Administration,Students,3,22,Letter to the UVA Administration
2020,June 1 Co-signed Demands.docx,Data Collection and Transparency,0,June 1 Co-signed Demands.pdf,Demands for Liberation from the Past,Students,Student Group,,,Letter to the UVA Administration,Students,3,22,Letter to the UVA Administration
2020,June 1 Co-signed Demands.docx,Diversity in Student Leadership,1,June 1 Co-signed Demands.pdf,Demands for Liberation from the Past,Students,Student Group,,,Letter to the UVA Administration,Students,3,22,Letter to the UVA Administration
2020,June 1 Co-signed Demands.docx,Financial Aid and Financing,0,June 1 Co-signed Demands.pdf,Demands for Liberation from the Past,Students,Student Group,,,Letter to the UVA Administration,Students,3,22,Letter to the UVA Administration
2020,June 1 Co-signed Demands.docx,Living Wage,1,June 1 Co-signed Demands.pdf,Demands for Liberation from the Past,Students,Student Group,,,Letter to the UVA Administration,Students,3,22,Letter to the UVA Administration
2020,June 1 Co-signed Demands.docx,Minority Faculty / Staff Recruitment and Retention,3,June 1 Co-signed Demands.pdf,Demands for Liberation from the Past,Students,Student Group,,,Letter to the UVA Administration,Students,3,22,Letter to the UVA Administration
2020,June 1 Co-signed Demands.docx,Minority Student Recruitment,1,June 1 Co-signed Demands.pdf,Demands for Liberation from the Past,Students,Student Group,,,Letter to the UVA Administration,Students,3,22,Letter to the UVA Administration
2020,June 1 Co-signed Demands.docx,Reparations,1,June 1 Co-signed Demands.pdf,Demands for Liberation from the Past,Students,Student Group,,,Letter to the UVA Administration,Students,3,22,Letter to the UVA Administration
2020,June 1 Co-signed Demands.docx,Research or Coursework,4,June 1 Co-signed Demands.pdf,Demands for Liberation from the Past,Students,Student Group,,,Letter to the UVA Administration,Students,3,22,Letter to the UVA Administration
2020,June 1 Co-signed Demands.docx,School Climate,0,June 1 Co-signed Demands.pdf,Demands for Liberation from the Past,Students,Student Group,,,Letter to the UVA Administration,Students,3,22,Letter to the UVA Administration
2020,June 1 Co-signed Demands.docx,Spaces and Places,2,June 1 Co-signed Demands.pdf,Demands for Liberation from the Past,Students,Student Group,,,Letter to the UVA Administration,Students,3,22,Letter to the UVA Administration
2020,BSA_June1_Image_text (1).docx,Abolition/ Defunding,1,BSA_June1_Image_text.pdf,"Reiteration of Historic, Yet Unmet, Demands",Black Student Alliance,Student Group,,,Sent to UVA administration,Black Students,4,23,Sent to UVA administration
2020,BSA_June1_Image_text (1).docx,Community Labor or Partnership,2,BSA_June1_Image_text.pdf,"Reiteration of Historic, Yet Unmet, Demands",Black Student Alliance,Student Group,,,Sent to UVA administration,Black Students,4,23,Sent to UVA administration
2020,BSA_June1_Image_text (1).docx,Current Iniatives and Working Groups,0,BSA_June1_Image_text.pdf,"Reiteration of Historic, Yet Unmet, Demands",Black Student Alliance,Student Group,,,Sent to UVA administration,Black Students,4,23,Sent to UVA administration
2020,BSA_June1_Image_text (1).docx,Data Collection and Transparency,0,BSA_June1_Image_text.pdf,"Reiteration of Historic, Yet Unmet, Demands",Black Student Alliance,Student Group,,,Sent to UVA administration,Black Students,4,23,Sent to UVA administration
2020,BSA_June1_Image_text (1).docx,Diversity in Student Leadership,1,BSA_June1_Image_text.pdf,"Reiteration of Historic, Yet Unmet, Demands",Black Student Alliance,Student Group,,,Sent to UVA administration,Black Students,4,23,Sent to UVA administration
2020,BSA_June1_Image_text (1).docx,Financial Aid and Financing,0,BSA_June1_Image_text.pdf,"Reiteration of Historic, Yet Unmet, Demands",Black Student Alliance,Student Group,,,Sent to UVA administration,Black Students,4,23,Sent to UVA administration
2020,BSA_June1_Image_text (1).docx,Living Wage,0,BSA_June1_Image_text.pdf,"Reiteration of Historic, Yet Unmet, Demands",Black Student Alliance,Student Group,,,Sent to UVA administration,Black Students,4,23,Sent to UVA administration
2020,BSA_June1_Image_text (1).docx,Minority Faculty / Staff Recruitment and Retention,1,BSA_June1_Image_text.pdf,"Reiteration of Historic, Yet Unmet, Demands",Black Student Alliance,Student Group,,,Sent to UVA administration,Black Students,4,23,Sent to UVA administration
2020,BSA_June1_Image_text (1).docx,Minority Student Recruitment,1,BSA_June1_Image_text.pdf,"Reiteration of Historic, Yet Unmet, Demands",Black Student Alliance,Student Group,,,Sent to UVA administration,Black Students,4,23,Sent to UVA administration
2020,BSA_June1_Image_text (1).docx,Reparations,0,BSA_June1_Image_text.pdf,"Reiteration of Historic, Yet Unmet, Demands",Black Student Alliance,Student Group,,,Sent to UVA administration,Black Students,4,23,Sent to UVA administration
2020,BSA_June1_Image_text (1).docx,Research or Coursework,4,BSA_June1_Image_text.pdf,"Reiteration of Historic, Yet Unmet, Demands",Black Student Alliance,Student Group,,,Sent to UVA administration,Black Students,4,23,Sent to UVA administration
2020,BSA_June1_Image_text (1).docx,School Climate,1,BSA_June1_Image_text.pdf,"Reiteration of Historic, Yet Unmet, Demands",Black Student Alliance,Student Group,,,Sent to UVA administration,Black Students,4,23,Sent to UVA administration
2020,BSA_June1_Image_text (1).docx,Spaces and Places,1,BSA_June1_Image_text.pdf,"Reiteration of Historic, Yet Unmet, Demands",Black Student Alliance,Student Group,,,Sent to UVA administration,Black Students,4,23,Sent to UVA administration
2020,Statement from PCUAS Co-Chairs.docx,Abolition/ Defunding,0,Statement from PCUAS Co-Chairs.pdf,Statement from PCUAS,President's Commission on the University in the Age of Segregation,Community Organization/ Group,2,Co-Chairs,Signed,University Office,5,24,2 Co-Chairs Signed
2020,Statement from PCUAS Co-Chairs.docx,Community Labor or Partnership,2,Statement from PCUAS Co-Chairs.pdf,Statement from PCUAS,President's Commission on the University in the Age of Segregation,Community Organization/ Group,2,Co-Chairs,Signed,University Office,5,24,2 Co-Chairs Signed
2020,Statement from PCUAS Co-Chairs.docx,Current Iniatives and Working Groups,0,Statement from PCUAS Co-Chairs.pdf,Statement from PCUAS,President's Commission on the University in the Age of Segregation,Community Organization/ Group,2,Co-Chairs,Signed,University Office,5,24,2 Co-Chairs Signed
2020,Statement from PCUAS Co-Chairs.docx,Data Collection and Transparency,0,Statement from PCUAS Co-Chairs.pdf,Statement from PCUAS,President's Commission on the University in the Age of Segregation,Community Organization/ Group,2,Co-Chairs,Signed,University Office,5,24,2 Co-Chairs Signed
2020,Statement from PCUAS Co-Chairs.docx,Diversity in Student Leadership,0,Statement from PCUAS Co-Chairs.pdf,Statement from PCUAS,President's Commission on the University in the Age of Segregation,Community Organization/ Group,2,Co-Chairs,Signed,University Office,5,24,2 Co-Chairs Signed
2020,Statement from PCUAS Co-Chairs.docx,Financial Aid and Financing,6,Statement from PCUAS Co-Chairs.pdf,Statement from PCUAS,President's Commission on the University in the Age of Segregation,Community Organization/ Group,2,Co-Chairs,Signed,University Office,5,24,2 Co-Chairs Signed
2020,Statement from PCUAS Co-Chairs.docx,Living Wage,0,Statement from PCUAS Co-Chairs.pdf,Statement from PCUAS,President's Commission on the University in the Age of Segregation,Community Organization/ Group,2,Co-Chairs,Signed,University Office,5,24,2 Co-Chairs Signed
2020,Statement from PCUAS Co-Chairs.docx,Minority Faculty / Staff Recruitment and Retention,0,Statement from PCUAS Co-Chairs.pdf,Statement from PCUAS,President's Commission on the University in the Age of Segregation,Community Organization/ Group,2,Co-Chairs,Signed,University Office,5,24,2 Co-Chairs Signed
2020,Statement from PCUAS Co-Chairs.docx,Minority Student Recruitment,3,Statement from PCUAS Co-Chairs.pdf,Statement from PCUAS,President's Commission on the University in the Age of Segregation,Community Organization/ Group,2,Co-Chairs,Signed,University Office,5,24,2 Co-Chairs Signed
2020,Statement from PCUAS Co-Chairs.docx,Reparations,1,Statement from PCUAS Co-Chairs.pdf,Statement from PCUAS,President's Commission on the University in the Age of Segregation,Community Organization/ Group,2,Co-Chairs,Signed,University Office,5,24,2 Co-Chairs Signed
2020,Statement from PCUAS Co-Chairs.docx,Research or Coursework,3,Statement from PCUAS Co-Chairs.pdf,Statement from PCUAS,President's Commission on the University in the Age of Segregation,Community Organization/ Group,2,Co-Chairs,Signed,University Office,5,24,2 Co-Chairs Signed
2020,Statement from PCUAS Co-Chairs.docx,School Climate,1,Statement from PCUAS Co-Chairs.pdf,Statement from PCUAS,President's Commission on the University in the Age of Segregation,Community Organization/ Group,2,Co-Chairs,Signed,University Office,5,24,2 Co-Chairs Signed
2020,Statement from PCUAS Co-Chairs.docx,Spaces and Places,1,Statement from PCUAS Co-Chairs.pdf,Statement from PCUAS,President's Commission on the University in the Age of Segregation,Community Organization/ Group,2,Co-Chairs,Signed,University Office,5,24,2 Co-Chairs Signed
2020,Executive Council Resolution Following Death of George Floyd.docx,Abolition/ Defunding,1,Executive Council Resolution Following Death of George Floyd.pdf,Resolution Following Death of George Floyd,and Adopted by UVA Faculty Senate Executive Committee,Faculty Group,,,,Faculty/Staff,6,25,
2020,Executive Council Resolution Following Death of George Floyd.docx,Community Labor or Partnership,0,Executive Council Resolution Following Death of George Floyd.pdf,Resolution Following Death of George Floyd,and Adopted by UVA Faculty Senate Executive Committee,Faculty Group,,,,Faculty/Staff,6,25,
2020,Executive Council Resolution Following Death of George Floyd.docx,Current Iniatives and Working Groups,0,Executive Council Resolution Following Death of George Floyd.pdf,Resolution Following Death of George Floyd,and Adopted by UVA Faculty Senate Executive Committee,Faculty Group,,,,Faculty/Staff,6,25,
2020,Executive Council Resolution Following Death of George Floyd.docx,Data Collection and Transparency,0,Executive Council Resolution Following Death of George Floyd.pdf,Resolution Following Death of George Floyd,and Adopted by UVA Faculty Senate Executive Committee,Faculty Group,,,,Faculty/Staff,6,25,
2020,Executive Council Resolution Following Death of George Floyd.docx,Diversity in Student Leadership,0,Executive Council Resolution Following Death of George Floyd.pdf,Resolution Following Death of George Floyd,and Adopted by UVA Faculty Senate Executive Committee,Faculty Group,,,,Faculty/Staff,6,25,
2020,Executive Council Resolution Following Death of George Floyd.docx,Financial Aid and Financing,0,Executive Council Resolution Following Death of George Floyd.pdf,Resolution Following Death of George Floyd,and Adopted by UVA Faculty Senate Executive Committee,Faculty Group,,,,Faculty/Staff,6,25,
2020,Executive Council Resolution Following Death of George Floyd.docx,Living Wage,0,Executive Council Resolution Following Death of George Floyd.pdf,Resolution Following Death of George Floyd,and Adopted by UVA Faculty Senate Executive Committee,Faculty Group,,,,Faculty/Staff,6,25,
2020,Executive Council Resolution Following Death of George Floyd.docx,Minority Faculty / Staff Recruitment and Retention,0,Executive Council Resolution Following Death of George Floyd.pdf,Resolution Following Death of George Floyd,and Adopted by UVA Faculty Senate Executive Committee,Faculty Group,,,,Faculty/Staff,6,25,
2020,Executive Council Resolution Following Death of George Floyd.docx,Minority Student Recruitment,0,Executive Council Resolution Following Death of George Floyd.pdf,Resolution Following Death of George Floyd,and Adopted by UVA Faculty Senate Executive Committee,Faculty Group,,,,Faculty/Staff,6,25,
2020,Executive Council Resolution Following Death of George Floyd.docx,Reparations,0,Executive Council Resolution Following Death of George Floyd.pdf,Resolution Following Death of George Floyd,and Adopted by UVA Faculty Senate Executive Committee,Faculty Group,,,,Faculty/Staff,6,25,
2020,Executive Council Resolution Following Death of George Floyd.docx,Research or Coursework,0,Executive Council Resolution Following Death of George Floyd.pdf,Resolution Following Death of George Floyd,and Adopted by UVA Faculty Senate Executive Committee,Faculty Group,,,,Faculty/Staff,6,25,
2020,Executive Council Resolution Following Death of George Floyd.docx,School Climate,2,Executive Council Resolution Following Death of George Floyd.pdf,Resolution Following Death of George Floyd,and Adopted by UVA Faculty Senate Executive Committee,Faculty Group,,,,Faculty/Staff,6,25,
2020,Executive Council Resolution Following Death of George Floyd.docx,Spaces and Places,0,Executive Council Resolution Following Death of George Floyd.pdf,Resolution Following Death of George Floyd,and Adopted by UVA Faculty Senate Executive Committee,Faculty Group,,,,Faculty/Staff,6,25,
2020,Housestaff Meeting Action Items.docx,Abolition/ Defunding,0,Housestaff Meeting Action Items.pdf,Action Items for UVA Health and Medical Education,UVA Health Housestaff,Faculty Group,,,Sent to the Health Leadership and GME,Faculty/Staff,7,26,Sent to the Health Leadership and GME
2020,Housestaff Meeting Action Items.docx,Community Labor or Partnership,1,Housestaff Meeting Action Items.pdf,Action Items for UVA Health and Medical Education,UVA Health Housestaff,Faculty Group,,,Sent to the Health Leadership and GME,Faculty/Staff,7,26,Sent to the Health Leadership and GME
2020,Housestaff Meeting Action Items.docx,Current Iniatives and Working Groups,0,Housestaff Meeting Action Items.pdf,Action Items for UVA Health and Medical Education,UVA Health Housestaff,Faculty Group,,,Sent to the Health Leadership and GME,Faculty/Staff,7,26,Sent to the Health Leadership and GME
2020,Housestaff Meeting Action Items.docx,Data Collection and Transparency,0,Housestaff Meeting Action Items.pdf,Action Items for UVA Health and Medical Education,UVA Health Housestaff,Faculty Group,,,Sent to the Health Leadership and GME,Faculty/Staff,7,26,Sent to the Health Leadership and GME
2020,Housestaff Meeting Action Items.docx,Diversity in Student Leadership,0,Housestaff Meeting Action Items.pdf,Action Items for UVA Health and Medical Education,UVA Health Housestaff,Faculty Group,,,Sent to the Health Leadership and GME,Faculty/Staff,7,26,Sent to the Health Leadership and GME
2020,Housestaff Meeting Action Items.docx,Financial Aid and Financing,0,Housestaff Meeting Action Items.pdf,Action Items for UVA Health and Medical Education,UVA Health Housestaff,Faculty Group,,,Sent to the Health Leadership and GME,Faculty/Staff,7,26,Sent to the Health Leadership and GME
2020,Housestaff Meeting Action Items.docx,Living Wage,0,Housestaff Meeting Action Items.pdf,Action Items for UVA Health and Medical Education,UVA Health Housestaff,Faculty Group,,,Sent to the Health Leadership and GME,Faculty/Staff,7,26,Sent to the Health Leadership and GME
2020,Housestaff Meeting Action Items.docx,Minority Faculty / Staff Recruitment and Retention,2,Housestaff Meeting Action Items.pdf,Action Items for UVA Health and Medical Education,UVA Health Housestaff,Faculty Group,,,Sent to the Health Leadership and GME,Faculty/Staff,7,26,Sent to the Health Leadership and GME
2020,Housestaff Meeting Action Items.docx,Minority Student Recruitment,1,Housestaff Meeting Action Items.pdf,Action Items for UVA Health and Medical Education,UVA Health Housestaff,Faculty Group,,,Sent to the Health Leadership and GME,Faculty/Staff,7,26,Sent to the Health Leadership and GME
2020,Housestaff Meeting Action Items.docx,Reparations,0,Housestaff Meeting Action Items.pdf,Action Items for UVA Health and Medical Education,UVA Health Housestaff,Faculty Group,,,Sent to the Health Leadership and GME,Faculty/Staff,7,26,Sent to the Health Leadership and GME
2020,Housestaff Meeting Action Items.docx,Research or Coursework,2,Housestaff Meeting Action Items.pdf,Action Items for UVA Health and Medical Education,UVA Health Housestaff,Faculty Group,,,Sent to the Health Leadership and GME,Faculty/Staff,7,26,Sent to the Health Leadership and GME
2020,Housestaff Meeting Action Items.docx,School Climate,1,Housestaff Meeting Action Items.pdf,Action Items for UVA Health and Medical Education,UVA Health Housestaff,Faculty Group,,,Sent to the Health Leadership and GME,Faculty/Staff,7,26,Sent to the Health Leadership and GME
2020,Housestaff Meeting Action Items.docx,Spaces and Places,2,Housestaff Meeting Action Items.pdf,Action Items for UVA Health and Medical Education,UVA Health Housestaff,Faculty Group,,,Sent to the Health Leadership and GME,Faculty/Staff,7,26,Sent to the Health Leadership and GME
