YEAR,Title,Code,Count,filename_updated,DocTitle,Author,OrgType,NumSign,AuthSignType,DocSignAction,Demographic,YearOrder,details
2018,#WeAreNotInvisible A Report On Academic Reform.docx,Reparations,0,WeAreNotInvisible A Report On Academic Reform.pdf,We Are Not Invisible: A Report on Academic Reform,Asian Leaders Council,Student Group,15,Student Leaders,Signed,APIDA Students,2,15 Student Leaders Signed
2018,#WeAreNotInvisible A Report On Academic Reform.docx,Research or Coursework,0,WeAreNotInvisible A Report On Academic Reform.pdf,We Are Not Invisible: A Report on Academic Reform,Asian Leaders Council,Student Group,15,Student Leaders,Signed,APIDA Students,2,15 Student Leaders Signed
2018,#WeAreNotInvisible A Report On Academic Reform.docx,School Climate,0,WeAreNotInvisible A Report On Academic Reform.pdf,We Are Not Invisible: A Report on Academic Reform,Asian Leaders Council,Student Group,15,Student Leaders,Signed,APIDA Students,2,15 Student Leaders Signed
2018,#WeAreNotInvisible A Report On Academic Reform.docx,Spaces and Places,1,WeAreNotInvisible A Report On Academic Reform.pdf,We Are Not Invisible: A Report on Academic Reform,Asian Leaders Council,Student Group,15,Student Leaders,Signed,APIDA Students,2,15 Student Leaders Signed
2018,391641205-latinxuva-proposal-to-the-uva-administration.txt,Abolition/ Defunding,0,Our University to Shape.pdf,Our University to Shape,Hispanic Students at UVA,Student Group,19,Organizations,Signed,Latinx Students,3,19 Organizations Signed
2018,391641205-latinxuva-proposal-to-the-uva-administration.txt,Adding Courses,2,Our University to Shape.pdf,Our University to Shape,Hispanic Students at UVA,Student Group,19,Organizations,Signed,Latinx Students,3,19 Organizations Signed
2018,391641205-latinxuva-proposal-to-the-uva-administration.txt,Community Labor or Partnership,0,Our University to Shape.pdf,Our University to Shape,Hispanic Students at UVA,Student Group,19,Organizations,Signed,Latinx Students,3,19 Organizations Signed
2018,391641205-latinxuva-proposal-to-the-uva-administration.txt,Current Iniatives and Working Groups,3,Our University to Shape.pdf,Our University to Shape,Hispanic Students at UVA,Student Group,19,Organizations,Signed,Latinx Students,3,19 Organizations Signed
2018,391641205-latinxuva-proposal-to-the-uva-administration.txt,Data Collection and Transparency,1,Our University to Shape.pdf,Our University to Shape,Hispanic Students at UVA,Student Group,19,Organizations,Signed,Latinx Students,3,19 Organizations Signed
2018,391641205-latinxuva-proposal-to-the-uva-administration.txt,Diversity in Student Leadership,3,Our University to Shape.pdf,Our University to Shape,Hispanic Students at UVA,Student Group,19,Organizations,Signed,Latinx Students,3,19 Organizations Signed
2018,391641205-latinxuva-proposal-to-the-uva-administration.txt,Financial Aid and Financing,6,Our University to Shape.pdf,Our University to Shape,Hispanic Students at UVA,Student Group,19,Organizations,Signed,Latinx Students,3,19 Organizations Signed
2018,391641205-latinxuva-proposal-to-the-uva-administration.txt,Inclusive Anti Racist Curriculum Programs,1,Our University to Shape.pdf,Our University to Shape,Hispanic Students at UVA,Student Group,19,Organizations,Signed,Latinx Students,3,19 Organizations Signed
2018,391641205-latinxuva-proposal-to-the-uva-administration.txt,Living Wage,0,Our University to Shape.pdf,Our University to Shape,Hispanic Students at UVA,Student Group,19,Organizations,Signed,Latinx Students,3,19 Organizations Signed
2018,391641205-latinxuva-proposal-to-the-uva-administration.txt,Minority Faculty / Staff Recruitment,0,Our University to Shape.pdf,Our University to Shape,Hispanic Students at UVA,Student Group,19,Organizations,Signed,Latinx Students,3,19 Organizations Signed
2018,391641205-latinxuva-proposal-to-the-uva-administration.txt,Minority Faculty Retention,0,Our University to Shape.pdf,Our University to Shape,Hispanic Students at UVA,Student Group,19,Organizations,Signed,Latinx Students,3,19 Organizations Signed
2018,391641205-latinxuva-proposal-to-the-uva-administration.txt,Minority Faculty Staff and Leadership Recruitment,2,Our University to Shape.pdf,Our University to Shape,Hispanic Students at UVA,Student Group,19,Organizations,Signed,Latinx Students,3,19 Organizations Signed
2018,391641205-latinxuva-proposal-to-the-uva-administration.txt,Minority Student Recruitment,2,Our University to Shape.pdf,Our University to Shape,Hispanic Students at UVA,Student Group,19,Organizations,Signed,Latinx Students,3,19 Organizations Signed
2018,391641205-latinxuva-proposal-to-the-uva-administration.txt,Reparations,0,Our University to Shape.pdf,Our University to Shape,Hispanic Students at UVA,Student Group,19,Organizations,Signed,Latinx Students,3,19 Organizations Signed
2018,391641205-latinxuva-proposal-to-the-uva-administration.txt,Research or Coursework,0,Our University to Shape.pdf,Our University to Shape,Hispanic Students at UVA,Student Group,19,Organizations,Signed,Latinx Students,3,19 Organizations Signed
2018,391641205-latinxuva-proposal-to-the-uva-administration.txt,School Climate,5,Our University to Shape.pdf,Our University to Shape,Hispanic Students at UVA,Student Group,19,Organizations,Signed,Latinx Students,3,19 Organizations Signed
2018,391641205-latinxuva-proposal-to-the-uva-administration.txt,Spaces and Places,1,Our University to Shape.pdf,Our University to Shape,Hispanic Students at UVA,Student Group,19,Organizations,Signed,Latinx Students,3,19 Organizations Signed
2018,IS@UVA White Paper.pdf,Abolition/ Defunding,0,IS@UVA White Paper.pdf,A White Paper on Indigenous Studies,Faculty,Faculty (Individual),,,Document for UVA Administration,Faculty/Staff,4,Document for UVA Administration
2018,IS@UVA White Paper.pdf,Adding Courses,0,IS@UVA White Paper.pdf,A White Paper on Indigenous Studies,Faculty,Faculty (Individual),,,Document for UVA Administration,Faculty/Staff,4,Document for UVA Administration
2018,IS@UVA White Paper.pdf,Community Labor or Partnership,0,IS@UVA White Paper.pdf,A White Paper on Indigenous Studies,Faculty,Faculty (Individual),,,Document for UVA Administration,Faculty/Staff,4,Document for UVA Administration
2018,IS@UVA White Paper.pdf,Current Iniatives and Working Groups,0,IS@UVA White Paper.pdf,A White Paper on Indigenous Studies,Faculty,Faculty (Individual),,,Document for UVA Administration,Faculty/Staff,4,Document for UVA Administration
2018,IS@UVA White Paper.pdf,Data Collection and Transparency,0,IS@UVA White Paper.pdf,A White Paper on Indigenous Studies,Faculty,Faculty (Individual),,,Document for UVA Administration,Faculty/Staff,4,Document for UVA Administration
2018,IS@UVA White Paper.pdf,Diversity in Student Leadership,0,IS@UVA White Paper.pdf,A White Paper on Indigenous Studies,Faculty,Faculty (Individual),,,Document for UVA Administration,Faculty/Staff,4,Document for UVA Administration
2018,IS@UVA White Paper.pdf,Financial Aid and Financing,0,IS@UVA White Paper.pdf,A White Paper on Indigenous Studies,Faculty,Faculty (Individual),,,Document for UVA Administration,Faculty/Staff,4,Document for UVA Administration
2018,IS@UVA White Paper.pdf,Inclusive Anti Racist Curriculum Programs,0,IS@UVA White Paper.pdf,A White Paper on Indigenous Studies,Faculty,Faculty (Individual),,,Document for UVA Administration,Faculty/Staff,4,Document for UVA Administration
2018,IS@UVA White Paper.pdf,Living Wage,0,IS@UVA White Paper.pdf,A White Paper on Indigenous Studies,Faculty,Faculty (Individual),,,Document for UVA Administration,Faculty/Staff,4,Document for UVA Administration
2018,IS@UVA White Paper.pdf,Minority Faculty / Staff Recruitment,0,IS@UVA White Paper.pdf,A White Paper on Indigenous Studies,Faculty,Faculty (Individual),,,Document for UVA Administration,Faculty/Staff,4,Document for UVA Administration
2018,IS@UVA White Paper.pdf,Minority Faculty Retention,0,IS@UVA White Paper.pdf,A White Paper on Indigenous Studies,Faculty,Faculty (Individual),,,Document for UVA Administration,Faculty/Staff,4,Document for UVA Administration
2018,IS@UVA White Paper.pdf,Minority Faculty Staff and Leadership Recruitment,0,IS@UVA White Paper.pdf,A White Paper on Indigenous Studies,Faculty,Faculty (Individual),,,Document for UVA Administration,Faculty/Staff,4,Document for UVA Administration
2018,IS@UVA White Paper.pdf,Minority Student Recruitment,0,IS@UVA White Paper.pdf,A White Paper on Indigenous Studies,Faculty,Faculty (Individual),,,Document for UVA Administration,Faculty/Staff,4,Document for UVA Administration
2018,IS@UVA White Paper.pdf,Reparations,0,IS@UVA White Paper.pdf,A White Paper on Indigenous Studies,Faculty,Faculty (Individual),,,Document for UVA Administration,Faculty/Staff,4,Document for UVA Administration
2018,IS@UVA White Paper.pdf,Research or Coursework,1,IS@UVA White Paper.pdf,A White Paper on Indigenous Studies,Faculty,Faculty (Individual),,,Document for UVA Administration,Faculty/Staff,4,Document for UVA Administration
2018,IS@UVA White Paper.pdf,School Climate,0,IS@UVA White Paper.pdf,A White Paper on Indigenous Studies,Faculty,Faculty (Individual),,,Document for UVA Administration,Faculty/Staff,4,Document for UVA Administration
2018,IS@UVA White Paper.pdf,Spaces and Places,0,IS@UVA White Paper.pdf,A White Paper on Indigenous Studies,Faculty,Faculty (Individual),,,Document for UVA Administration,Faculty/Staff,4,Document for UVA Administration
2019,IS@UVA Next Steps 11-19.docx,Abolition/ Defunding,0,IS@UVA Next Steps 11-19.pdf,Next Steps Regarding Monument Removal,IndigenousStudies@UVA,Faculty Group,,,Action Steps for UVA Administration,Faculty/Staff,3,Action Steps for UVA Administration
2019,IS@UVA Next Steps 11-19.docx,Adding Courses,0,IS@UVA Next Steps 11-19.pdf,Next Steps Regarding Monument Removal,IndigenousStudies@UVA,Faculty Group,,,Action Steps for UVA Administration,Faculty/Staff,3,Action Steps for UVA Administration
2019,IS@UVA Next Steps 11-19.docx,Community Labor or Partnership,1,IS@UVA Next Steps 11-19.pdf,Next Steps Regarding Monument Removal,IndigenousStudies@UVA,Faculty Group,,,Action Steps for UVA Administration,Faculty/Staff,3,Action Steps for UVA Administration
2019,IS@UVA Next Steps 11-19.docx,Current Iniatives and Working Groups,2,IS@UVA Next Steps 11-19.pdf,Next Steps Regarding Monument Removal,IndigenousStudies@UVA,Faculty Group,,,Action Steps for UVA Administration,Faculty/Staff,3,Action Steps for UVA Administration
2019,IS@UVA Next Steps 11-19.docx,Data Collection and Transparency,0,IS@UVA Next Steps 11-19.pdf,Next Steps Regarding Monument Removal,IndigenousStudies@UVA,Faculty Group,,,Action Steps for UVA Administration,Faculty/Staff,3,Action Steps for UVA Administration
2019,IS@UVA Next Steps 11-19.docx,Diversity in Student Leadership,0,IS@UVA Next Steps 11-19.pdf,Next Steps Regarding Monument Removal,IndigenousStudies@UVA,Faculty Group,,,Action Steps for UVA Administration,Faculty/Staff,3,Action Steps for UVA Administration
2019,IS@UVA Next Steps 11-19.docx,Financial Aid and Financing,0,IS@UVA Next Steps 11-19.pdf,Next Steps Regarding Monument Removal,IndigenousStudies@UVA,Faculty Group,,,Action Steps for UVA Administration,Faculty/Staff,3,Action Steps for UVA Administration
2019,IS@UVA Next Steps 11-19.docx,Inclusive Anti Racist Curriculum Programs,0,IS@UVA Next Steps 11-19.pdf,Next Steps Regarding Monument Removal,IndigenousStudies@UVA,Faculty Group,,,Action Steps for UVA Administration,Faculty/Staff,3,Action Steps for UVA Administration
2019,IS@UVA Next Steps 11-19.docx,Living Wage,0,IS@UVA Next Steps 11-19.pdf,Next Steps Regarding Monument Removal,IndigenousStudies@UVA,Faculty Group,,,Action Steps for UVA Administration,Faculty/Staff,3,Action Steps for UVA Administration
2019,IS@UVA Next Steps 11-19.docx,Minority Faculty / Staff Recruitment,0,IS@UVA Next Steps 11-19.pdf,Next Steps Regarding Monument Removal,IndigenousStudies@UVA,Faculty Group,,,Action Steps for UVA Administration,Faculty/Staff,3,Action Steps for UVA Administration
2019,IS@UVA Next Steps 11-19.docx,Minority Faculty Retention,0,IS@UVA Next Steps 11-19.pdf,Next Steps Regarding Monument Removal,IndigenousStudies@UVA,Faculty Group,,,Action Steps for UVA Administration,Faculty/Staff,3,Action Steps for UVA Administration
2019,IS@UVA Next Steps 11-19.docx,Minority Faculty Staff and Leadership Recruitment,0,IS@UVA Next Steps 11-19.pdf,Next Steps Regarding Monument Removal,IndigenousStudies@UVA,Faculty Group,,,Action Steps for UVA Administration,Faculty/Staff,3,Action Steps for UVA Administration
2019,IS@UVA Next Steps 11-19.docx,Minority Student Recruitment,1,IS@UVA Next Steps 11-19.pdf,Next Steps Regarding Monument Removal,IndigenousStudies@UVA,Faculty Group,,,Action Steps for UVA Administration,Faculty/Staff,3,Action Steps for UVA Administration
2019,IS@UVA Next Steps 11-19.docx,Reparations,0,IS@UVA Next Steps 11-19.pdf,Next Steps Regarding Monument Removal,IndigenousStudies@UVA,Faculty Group,,,Action Steps for UVA Administration,Faculty/Staff,3,Action Steps for UVA Administration
2019,IS@UVA Next Steps 11-19.docx,Research or Coursework,1,IS@UVA Next Steps 11-19.pdf,Next Steps Regarding Monument Removal,IndigenousStudies@UVA,Faculty Group,,,Action Steps for UVA Administration,Faculty/Staff,3,Action Steps for UVA Administration
2019,IS@UVA Next Steps 11-19.docx,School Climate,0,IS@UVA Next Steps 11-19.pdf,Next Steps Regarding Monument Removal,IndigenousStudies@UVA,Faculty Group,,,Action Steps for UVA Administration,Faculty/Staff,3,Action Steps for UVA Administration
2019,IS@UVA Next Steps 11-19.docx,Spaces and Places,3,IS@UVA Next Steps 11-19.pdf,Next Steps Regarding Monument Removal,IndigenousStudies@UVA,Faculty Group,,,Action Steps for UVA Administration,Faculty/Staff,3,Action Steps for UVA Administration
2020,Associate Dean for Diversity and Medical Education position description.....docx,Abolition/ Defunding,0,Associate Dean for Diversity and Medical Education position description.....pdf,Demand for Observation of MLK Day,Associate Dean for Medicine and Nursing,Faculty Group,,,,Faculty/Staff,1,
2020,Associate Dean for Diversity and Medical Education position description.....docx,Adding Courses,0,Associate Dean for Diversity and Medical Education position description.....pdf,Demand for Observation of MLK Day,Associate Dean for Medicine and Nursing,Faculty Group,,,,Faculty/Staff,1,
2020,Associate Dean for Diversity and Medical Education position description.....docx,Community Labor or Partnership,0,Associate Dean for Diversity and Medical Education position description.....pdf,Demand for Observation of MLK Day,Associate Dean for Medicine and Nursing,Faculty Group,,,,Faculty/Staff,1,
2020,Associate Dean for Diversity and Medical Education position description.....docx,Current Iniatives and Working Groups,0,Associate Dean for Diversity and Medical Education position description.....pdf,Demand for Observation of MLK Day,Associate Dean for Medicine and Nursing,Faculty Group,,,,Faculty/Staff,1,
2020,Associate Dean for Diversity and Medical Education position description.....docx,Data Collection and Transparency,0,Associate Dean for Diversity and Medical Education position description.....pdf,Demand for Observation of MLK Day,Associate Dean for Medicine and Nursing,Faculty Group,,,,Faculty/Staff,1,
2020,Associate Dean for Diversity and Medical Education position description.....docx,Diversity in Student Leadership,0,Associate Dean for Diversity and Medical Education position description.....pdf,Demand for Observation of MLK Day,Associate Dean for Medicine and Nursing,Faculty Group,,,,Faculty/Staff,1,
2020,Associate Dean for Diversity and Medical Education position description.....docx,Financial Aid and Financing,0,Associate Dean for Diversity and Medical Education position description.....pdf,Demand for Observation of MLK Day,Associate Dean for Medicine and Nursing,Faculty Group,,,,Faculty/Staff,1,
2020,Associate Dean for Diversity and Medical Education position description.....docx,Inclusive Anti Racist Curriculum Programs,0,Associate Dean for Diversity and Medical Education position description.....pdf,Demand for Observation of MLK Day,Associate Dean for Medicine and Nursing,Faculty Group,,,,Faculty/Staff,1,
2020,Associate Dean for Diversity and Medical Education position description.....docx,Living Wage,0,Associate Dean for Diversity and Medical Education position description.....pdf,Demand for Observation of MLK Day,Associate Dean for Medicine and Nursing,Faculty Group,,,,Faculty/Staff,1,
2020,Associate Dean for Diversity and Medical Education position description.....docx,Minority Faculty / Staff Recruitment,0,Associate Dean for Diversity and Medical Education position description.....pdf,Demand for Observation of MLK Day,Associate Dean for Medicine and Nursing,Faculty Group,,,,Faculty/Staff,1,
2020,Associate Dean for Diversity and Medical Education position description.....docx,Minority Faculty Retention,0,Associate Dean for Diversity and Medical Education position description.....pdf,Demand for Observation of MLK Day,Associate Dean for Medicine and Nursing,Faculty Group,,,,Faculty/Staff,1,
2020,Associate Dean for Diversity and Medical Education position description.....docx,Minority Faculty Staff and Leadership Recruitment,0,Associate Dean for Diversity and Medical Education position description.....pdf,Demand for Observation of MLK Day,Associate Dean for Medicine and Nursing,Faculty Group,,,,Faculty/Staff,1,
2020,Associate Dean for Diversity and Medical Education position description.....docx,Minority Student Recruitment,0,Associate Dean for Diversity and Medical Education position description.....pdf,Demand for Observation of MLK Day,Associate Dean for Medicine and Nursing,Faculty Group,,,,Faculty/Staff,1,
2020,Associate Dean for Diversity and Medical Education position description.....docx,Reparations,0,Associate Dean for Diversity and Medical Education position description.....pdf,Demand for Observation of MLK Day,Associate Dean for Medicine and Nursing,Faculty Group,,,,Faculty/Staff,1,
2020,Associate Dean for Diversity and Medical Education position description.....docx,Research or Coursework,0,Associate Dean for Diversity and Medical Education position description.....pdf,Demand for Observation of MLK Day,Associate Dean for Medicine and Nursing,Faculty Group,,,,Faculty/Staff,1,
2020,Associate Dean for Diversity and Medical Education position description.....docx,School Climate,0,Associate Dean for Diversity and Medical Education position description.....pdf,Demand for Observation of MLK Day,Associate Dean for Medicine and Nursing,Faculty Group,,,,Faculty/Staff,1,
2020,Associate Dean for Diversity and Medical Education position description.....docx,Spaces and Places,1,Associate Dean for Diversity and Medical Education position description.....pdf,Demand for Observation of MLK Day,Associate Dean for Medicine and Nursing,Faculty Group,,,,Faculty/Staff,1,
2020,MLK Day Letter - Students.docx,Abolition/ Defunding,0,MLK Day Letter - Students.pdf,Recognition of MLK Day,UVA Medicine Students,Student Group,203,Students and Alumni,signed,Students,2,203 Students and Alumni signed
2020,MLK Day Letter - Students.docx,Adding Courses,0,MLK Day Letter - Students.pdf,Recognition of MLK Day,UVA Medicine Students,Student Group,203,Students and Alumni,signed,Students,2,203 Students and Alumni signed
2020,MLK Day Letter - Students.docx,Community Labor or Partnership,0,MLK Day Letter - Students.pdf,Recognition of MLK Day,UVA Medicine Students,Student Group,203,Students and Alumni,signed,Students,2,203 Students and Alumni signed
2020,MLK Day Letter - Students.docx,Current Iniatives and Working Groups,0,MLK Day Letter - Students.pdf,Recognition of MLK Day,UVA Medicine Students,Student Group,203,Students and Alumni,signed,Students,2,203 Students and Alumni signed
2020,MLK Day Letter - Students.docx,Data Collection and Transparency,0,MLK Day Letter - Students.pdf,Recognition of MLK Day,UVA Medicine Students,Student Group,203,Students and Alumni,signed,Students,2,203 Students and Alumni signed
2020,MLK Day Letter - Students.docx,Diversity in Student Leadership,0,MLK Day Letter - Students.pdf,Recognition of MLK Day,UVA Medicine Students,Student Group,203,Students and Alumni,signed,Students,2,203 Students and Alumni signed
2020,MLK Day Letter - Students.docx,Financial Aid and Financing,0,MLK Day Letter - Students.pdf,Recognition of MLK Day,UVA Medicine Students,Student Group,203,Students and Alumni,signed,Students,2,203 Students and Alumni signed
2020,MLK Day Letter - Students.docx,Inclusive Anti Racist Curriculum Programs,0,MLK Day Letter - Students.pdf,Recognition of MLK Day,UVA Medicine Students,Student Group,203,Students and Alumni,signed,Students,2,203 Students and Alumni signed
2020,MLK Day Letter - Students.docx,Living Wage,0,MLK Day Letter - Students.pdf,Recognition of MLK Day,UVA Medicine Students,Student Group,203,Students and Alumni,signed,Students,2,203 Students and Alumni signed
2020,MLK Day Letter - Students.docx,Minority Faculty / Staff Recruitment,0,MLK Day Letter - Students.pdf,Recognition of MLK Day,UVA Medicine Students,Student Group,203,Students and Alumni,signed,Students,2,203 Students and Alumni signed
2020,MLK Day Letter - Students.docx,Minority Faculty Retention,0,MLK Day Letter - Students.pdf,Recognition of MLK Day,UVA Medicine Students,Student Group,203,Students and Alumni,signed,Students,2,203 Students and Alumni signed
2020,MLK Day Letter - Students.docx,Minority Faculty Staff and Leadership Recruitment,0,MLK Day Letter - Students.pdf,Recognition of MLK Day,UVA Medicine Students,Student Group,203,Students and Alumni,signed,Students,2,203 Students and Alumni signed
2020,MLK Day Letter - Students.docx,Minority Student Recruitment,0,MLK Day Letter - Students.pdf,Recognition of MLK Day,UVA Medicine Students,Student Group,203,Students and Alumni,signed,Students,2,203 Students and Alumni signed
2020,MLK Day Letter - Students.docx,Reparations,0,MLK Day Letter - Students.pdf,Recognition of MLK Day,UVA Medicine Students,Student Group,203,Students and Alumni,signed,Students,2,203 Students and Alumni signed
2020,MLK Day Letter - Students.docx,Research or Coursework,0,MLK Day Letter - Students.pdf,Recognition of MLK Day,UVA Medicine Students,Student Group,203,Students and Alumni,signed,Students,2,203 Students and Alumni signed
2020,MLK Day Letter - Students.docx,School Climate,0,MLK Day Letter - Students.pdf,Recognition of MLK Day,UVA Medicine Students,Student Group,203,Students and Alumni,signed,Students,2,203 Students and Alumni signed
2020,MLK Day Letter - Students.docx,Spaces and Places,1,MLK Day Letter - Students.pdf,Recognition of MLK Day,UVA Medicine Students,Student Group,203,Students and Alumni,signed,Students,2,203 Students and Alumni signed
2020,June 1 Co-signed Demands.docx,Abolition/ Defunding,1,June 1 Co-signed Demands.pdf,Demands for Liberation from the Past,Students,Student Group,,,Letter to the UVA Administration,Students,3,Letter to the UVA Administration
2020,June 1 Co-signed Demands.docx,Adding Courses,1,June 1 Co-signed Demands.pdf,Demands for Liberation from the Past,Students,Student Group,,,Letter to the UVA Administration,Students,3,Letter to the UVA Administration
2020,June 1 Co-signed Demands.docx,Community Labor or Partnership,0,June 1 Co-signed Demands.pdf,Demands for Liberation from the Past,Students,Student Group,,,Letter to the UVA Administration,Students,3,Letter to the UVA Administration
2020,June 1 Co-signed Demands.docx,Current Iniatives and Working Groups,0,June 1 Co-signed Demands.pdf,Demands for Liberation from the Past,Students,Student Group,,,Letter to the UVA Administration,Students,3,Letter to the UVA Administration
2020,June 1 Co-signed Demands.docx,Data Collection and Transparency,0,June 1 Co-signed Demands.pdf,Demands for Liberation from the Past,Students,Student Group,,,Letter to the UVA Administration,Students,3,Letter to the UVA Administration
2020,June 1 Co-signed Demands.docx,Diversity in Student Leadership,0,June 1 Co-signed Demands.pdf,Demands for Liberation from the Past,Students,Student Group,,,Letter to the UVA Administration,Students,3,Letter to the UVA Administration
2020,June 1 Co-signed Demands.docx,Financial Aid and Financing,0,June 1 Co-signed Demands.pdf,Demands for Liberation from the Past,Students,Student Group,,,Letter to the UVA Administration,Students,3,Letter to the UVA Administration
2020,June 1 Co-signed Demands.docx,Inclusive Anti Racist Curriculum Programs,2,June 1 Co-signed Demands.pdf,Demands for Liberation from the Past,Students,Student Group,,,Letter to the UVA Administration,Students,3,Letter to the UVA Administration
2020,June 1 Co-signed Demands.docx,Living Wage,1,June 1 Co-signed Demands.pdf,Demands for Liberation from the Past,Students,Student Group,,,Letter to the UVA Administration,Students,3,Letter to the UVA Administration
2020,June 1 Co-signed Demands.docx,Minority Faculty / Staff Recruitment,0,June 1 Co-signed Demands.pdf,Demands for Liberation from the Past,Students,Student Group,,,Letter to the UVA Administration,Students,3,Letter to the UVA Administration
2020,June 1 Co-signed Demands.docx,Minority Faculty Retention,0,June 1 Co-signed Demands.pdf,Demands for Liberation from the Past,Students,Student Group,,,Letter to the UVA Administration,Students,3,Letter to the UVA Administration
2020,June 1 Co-signed Demands.docx,Minority Faculty Staff and Leadership Recruitment,2,June 1 Co-signed Demands.pdf,Demands for Liberation from the Past,Students,Student Group,,,Letter to the UVA Administration,Students,3,Letter to the UVA Administration
2020,June 1 Co-signed Demands.docx,Minority Student Recruitment,1,June 1 Co-signed Demands.pdf,Demands for Liberation from the Past,Students,Student Group,,,Letter to the UVA Administration,Students,3,Letter to the UVA Administration
2020,June 1 Co-signed Demands.docx,Reparations,1,June 1 Co-signed Demands.pdf,Demands for Liberation from the Past,Students,Student Group,,,Letter to the UVA Administration,Students,3,Letter to the UVA Administration
2020,June 1 Co-signed Demands.docx,Research or Coursework,2,June 1 Co-signed Demands.pdf,Demands for Liberation from the Past,Students,Student Group,,,Letter to the UVA Administration,Students,3,Letter to the UVA Administration
2020,June 1 Co-signed Demands.docx,School Climate,1,June 1 Co-signed Demands.pdf,Demands for Liberation from the Past,Students,Student Group,,,Letter to the UVA Administration,Students,3,Letter to the UVA Administration
2020,June 1 Co-signed Demands.docx,Spaces and Places,2,June 1 Co-signed Demands.pdf,Demands for Liberation from the Past,Students,Student Group,,,Letter to the UVA Administration,Students,3,Letter to the UVA Administration
2020,BSA_June1_Image_text (1).docx,Abolition/ Defunding,1,BSA_June1_Image_text.pdf,"Reiteration of Historic, Yet Unmet, Demands",Black Student Alliance,Student Group,,,Sent to UVA administration,Black Students,4,Sent to UVA administration
2020,BSA_June1_Image_text (1).docx,Adding Courses,0,BSA_June1_Image_text.pdf,"Reiteration of Historic, Yet Unmet, Demands",Black Student Alliance,Student Group,,,Sent to UVA administration,Black Students,4,Sent to UVA administration
2020,BSA_June1_Image_text (1).docx,Community Labor or Partnership,2,BSA_June1_Image_text.pdf,"Reiteration of Historic, Yet Unmet, Demands",Black Student Alliance,Student Group,,,Sent to UVA administration,Black Students,4,Sent to UVA administration
2020,BSA_June1_Image_text (1).docx,Current Iniatives and Working Groups,0,BSA_June1_Image_text.pdf,"Reiteration of Historic, Yet Unmet, Demands",Black Student Alliance,Student Group,,,Sent to UVA administration,Black Students,4,Sent to UVA administration
2020,BSA_June1_Image_text (1).docx,Data Collection and Transparency,0,BSA_June1_Image_text.pdf,"Reiteration of Historic, Yet Unmet, Demands",Black Student Alliance,Student Group,,,Sent to UVA administration,Black Students,4,Sent to UVA administration
2020,BSA_June1_Image_text (1).docx,Diversity in Student Leadership,1,BSA_June1_Image_text.pdf,"Reiteration of Historic, Yet Unmet, Demands",Black Student Alliance,Student Group,,,Sent to UVA administration,Black Students,4,Sent to UVA administration
2020,BSA_June1_Image_text (1).docx,Financial Aid and Financing,0,BSA_June1_Image_text.pdf,"Reiteration of Historic, Yet Unmet, Demands",Black Student Alliance,Student Group,,,Sent to UVA administration,Black Students,4,Sent to UVA administration
2020,BSA_June1_Image_text (1).docx,Inclusive Anti Racist Curriculum Programs,3,BSA_June1_Image_text.pdf,"Reiteration of Historic, Yet Unmet, Demands",Black Student Alliance,Student Group,,,Sent to UVA administration,Black Students,4,Sent to UVA administration
2020,BSA_June1_Image_text (1).docx,Living Wage,0,BSA_June1_Image_text.pdf,"Reiteration of Historic, Yet Unmet, Demands",Black Student Alliance,Student Group,,,Sent to UVA administration,Black Students,4,Sent to UVA administration
2020,BSA_June1_Image_text (1).docx,Minority Faculty / Staff Recruitment,0,BSA_June1_Image_text.pdf,"Reiteration of Historic, Yet Unmet, Demands",Black Student Alliance,Student Group,,,Sent to UVA administration,Black Students,4,Sent to UVA administration
2020,BSA_June1_Image_text (1).docx,Minority Faculty Retention,0,BSA_June1_Image_text.pdf,"Reiteration of Historic, Yet Unmet, Demands",Black Student Alliance,Student Group,,,Sent to UVA administration,Black Students,4,Sent to UVA administration
2020,BSA_June1_Image_text (1).docx,Minority Faculty Staff and Leadership Recruitment,1,BSA_June1_Image_text.pdf,"Reiteration of Historic, Yet Unmet, Demands",Black Student Alliance,Student Group,,,Sent to UVA administration,Black Students,4,Sent to UVA administration
2020,BSA_June1_Image_text (1).docx,Minority Student Recruitment,1,BSA_June1_Image_text.pdf,"Reiteration of Historic, Yet Unmet, Demands",Black Student Alliance,Student Group,,,Sent to UVA administration,Black Students,4,Sent to UVA administration
2020,BSA_June1_Image_text (1).docx,Reparations,0,BSA_June1_Image_text.pdf,"Reiteration of Historic, Yet Unmet, Demands",Black Student Alliance,Student Group,,,Sent to UVA administration,Black Students,4,Sent to UVA administration
2020,BSA_June1_Image_text (1).docx,Research or Coursework,1,BSA_June1_Image_text.pdf,"Reiteration of Historic, Yet Unmet, Demands",Black Student Alliance,Student Group,,,Sent to UVA administration,Black Students,4,Sent to UVA administration
2020,BSA_June1_Image_text (1).docx,School Climate,1,BSA_June1_Image_text.pdf,"Reiteration of Historic, Yet Unmet, Demands",Black Student Alliance,Student Group,,,Sent to UVA administration,Black Students,4,Sent to UVA administration
2020,BSA_June1_Image_text (1).docx,Spaces and Places,1,BSA_June1_Image_text.pdf,"Reiteration of Historic, Yet Unmet, Demands",Black Student Alliance,Student Group,,,Sent to UVA administration,Black Students,4,Sent to UVA administration
