demand_id,Title,Place,Text,Year,YEAR,DemandNum,PageNum,DocTitle,Author,OrgType,NumSign,AuthSignType,DocSignAction,Demographic
171,Towards A Better University.pdf,Page 1: 1754-1989,"President Sullivan should order an immediate and recurring in-depth study of the condition of Black people at the University of Virginia at all levels, akin to an the 1987  “An Audacious Faith” commissioned by President Robert O’Neil. A",2015,2015,38,7,Towards a Better University,Black Student Alliance,Student Group,30,Black Student Organizations,Endorsed,Black Students
172,Towards A Better University.pdf,Page 1: 1769-2005,"Quantifiability. There must be a stated goal and quantifiable course of action across all administrative offices, not just the Office of African American Affairs and the Office of Diversity and Equity, to increase Black administrators.",2015,2015,39,7,Towards a Better University,Black Student Alliance,Student Group,30,Black Student Organizations,Endorsed,Black Students
173,Towards A Better University.pdf,Page 1: 1816-1936,Governor McAuliffe and the VA State Legislature abolish the law enforcement mandate of Alcoholic Beverage Control (ABC).,2015,2015,40,7,Towards a Better University,Black Student Alliance,Student Group,30,Black Student Organizations,Endorsed,Black Students
174,Towards A Better University.pdf,Page 1: 1848-2324,The University and the Office of Admissions should focus on increasing enrollment from areas of the Commonwealth that have consistently attracted low numbers of applications and matriculations. There should be working and functional relationships to the high school guidance counselors in these areas to ensure that exposure to the University begins sooner in their high school careers so that is remains on their radar for years before even beginning the application process.,2015,2015,41,8,Towards a Better University,Black Student Alliance,Student Group,30,Black Student Organizations,Endorsed,Black Students
175,Towards A Better University.pdf,Page 1: 1895-2310,"Increased Financial Support. The University must invest financially in organizations and programs that benefit minority students. Student-run minority organizations offer much more than recreational activities - they also provide vital academic, social, and psychological support to minority students and cultural enhancement and education to the larger University, and should therefore be funded with this in mind.",2015,2015,42,8,Towards a Better University,Black Student Alliance,Student Group,30,Black Student Organizations,Endorsed,Black Students
176,Towards A Better University.pdf,Page 1: 1985-2454,"The University should revamp its implicit bias and diversity trainings. Currently the diversity-training module that search committee members must complete is inadequate  It often refers to the federal mandates regulating hiring underrepresented minorities, implying that hiring minority applicants is at least in some part due to legal obligation and not out of the necessity for academia and scholarship to include diverse perspectives if it is to truly be excellent.",2015,2015,43,8,Towards a Better University,Black Student Alliance,Student Group,30,Black Student Organizations,Endorsed,Black Students
177,Towards A Better University.pdf,Page 1: 2072-2244,"Clarity of Purpose. The Office of African American Affairs and Office of Diversity and Equity must have clear, objective mission statements and tangible, measurable goals.",2015,2015,44,8,Towards a Better University,Black Student Alliance,Student Group,30,Black Student Organizations,Endorsed,Black Students
178,Towards A Better University.pdf,Page 1: 2077-2586,"Measure recruitment and retention quantitatively and qualitatively. The University of Virginia must get to the heart of its faculty diversity problem. To begin doing so, the University must conduct exit surveys to be revamped with the input of students and faculty to determine why they are leaving the University. The University must also collect data on minority applicants who are offered a position but do not accept, and collect data for why minority faculty we do have at the University choose to stay.",2015,2015,45,8,Towards a Better University,Black Student Alliance,Student Group,30,Black Student Organizations,Endorsed,Black Students
179,Towards A Better University.pdf,Page 1: 2249-2594,"Increase Student Access. The Office of African American Affairs must increase student access. At present, the OAAA has only 9 to 5 hours, hardly conducive to college study habits. They must increase services to students, including more tutoring and advice for various subjects beyond medicine, commerce, and law; and a career services component.",2015,2015,46,9,Towards a Better University,Black Student Alliance,Student Group,30,Black Student Organizations,Endorsed,Black Students
180,Towards A Better University.pdf,Page 1: 2268-2454,The University should conduct an internal AND external review as well as an intentional study on the cost and effect of institutionalizing a living minimum wage for its direct employees.,2015,2015,47,9,Towards a Better University,Black Student Alliance,Student Group,30,Black Student Organizations,Endorsed,Black Students
181,Towards A Better University.pdf,Page 1: 2302-2635,"More Support for Current Students. The University depends largely on the efforts by Black students to retain incoming Black students. By increasing the effectiveness of OAAA, funding the Carter G. Woodson Institute, funding Black organizations in an equitable manner, revamping the Luther P. Jackson Cultural Center, increasing Black",2015,2015,48,9,Towards a Better University,Black Student Alliance,Student Group,30,Black Student Organizations,Endorsed,Black Students
182,Towards A Better University.pdf,Page 1: 2329-2602,The University must re-evaluate its recruitment tactics and strategies when attempting to attract top Black talent. It must work to study and understand the underlying reasons for the perception and reputation of this institution amongst students of color across the state.,2015,2015,49,9,Towards a Better University,Black Student Alliance,Student Group,30,Black Student Organizations,Endorsed,Black Students
183,Towards A Better University.pdf,Page 1: 2363-2981,"The University’s Architect and any interested parties in the School of Architecture assess the OAAA main building, LPJ, and W.E.B. DuBois Building and report back suggestions on how to greatly expand, connect, and renovate these buildings. These findings must be reported back to the Building and Grounds Committees of the Board of Visitors and Student Council. The Office of African American Affairs should be renovated and expanded to ensure that it can adequately serve the Black students currently at the University and those we hope to attract, and to be a physically safe and comfortable space for a multitude of",2015,2015,50,9,Towards a Better University,Black Student Alliance,Student Group,30,Black Student Organizations,Endorsed,Black Students
184,Towards A Better University.pdf,Page 1: 2465-2611,President Sullivan should order the creation of a mandatory online summer cultural competency training module and a fall orientation presentation.,2015,2015,51,10,Towards a Better University,Black Student Alliance,Student Group,30,Black Student Organizations,Endorsed,Black Students
185,Towards A Better University.pdf,Page 1: 2893-3059,Students of the University of Virginia must be knowledgeable and conscious about the history of racial oppression and discrimination in the current and historic U.Va.,2015,2015,52,10,Towards a Better University,Black Student Alliance,Student Group,30,Black Student Organizations,Endorsed,Black Students
470,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Page 1: 117-650,"Introduce students to Fall 2015 course offerings that address/examine power based inequities, (e.g. Slaves and the Academical Village (Louis Nelson), Black Power (Claudrena Harold), Politics, Prisons, & Politics (Claudrena Harold), Race, Culture, & Inequality (Sabrina Pendergrass), African American and African Studies courses, Theorizing Race and Racism (Lawrie Balfour), Gender Politics (Denise Walsh), Women, Gender, and Sexuality courses, Risk and Resilience Among Marginalized Adolescents (Noelle Hurd), other Psychology courses",2015,2015,1,0,Report to the Ad Hoc Committee on University Climate and Culture,Culture Working Group,Faculty Group,NA,NA,Report for President Sullivan,University Office
471,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Page 1: 165-452,"Pilot an experiential course on intergroup dialogue (see Appendix X for a sample syllabus from the University of Michigan). Courses implemented at peer institutions have been shown to be highly effective and even transformative (see Bibliography Sorensen, Nagda, Gurin, & Maxwell, 2009).",2015,2015,2,0,Report to the Ad Hoc Committee on University Climate and Culture,Culture Working Group,Faculty Group,NA,NA,Report for President Sullivan,University Office
472,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Page 1: 257-1004,"Evaluate status and continue to support the short-term recommendations to provide the counseling and mental health resources to CAPS required for optimal student mental health:  (1) to achieve student-to-clinician ratios comparable to those at UVA’s peer institutions, (2) to pilot innovative outreach models to students such as counseling kiosks in first year dorms and on North Grounds, (3) to extend suicide prevention strategies including peer faculty and staff training to detect early student distress,(4) pilot outreach consultation to faculty teaching first year students in COLAs and ENWRs, (5) pilot orientation module for RAs around recognizing and first line response to student emotional distress especially around sexual misconduct).",2015,2015,3,0,Report to the Ad Hoc Committee on University Climate and Culture,Culture Working Group,Faculty Group,NA,NA,Report for President Sullivan,University Office
473,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Page 1: 304-479,"Evaluate effectiveness (2016-2017) of the interventions proposed in the revised Fraternal Organization Agreements (e.g. three sober brothers, ban on hard alcohol, guest lists).",2015,2015,4,0,Report to the Ad Hoc Committee on University Climate and Culture,Culture Working Group,Faculty Group,NA,NA,Report for President Sullivan,University Office
474,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Page 1: 413-667,"Engage widespread community input about the Lincoln Perry Murals (2010) to develop concise and relevant commentary to be shared by University leaders as conveners of groups of prospective and incoming students, their parents, and the public in Cabell Hall",2015,2015,5,0,Report to the Ad Hoc Committee on University Climate and Culture,Culture Working Group,Faculty Group,NA,NA,Report for President Sullivan,University Office
475,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Page 1: 415-486,Pilot integrated dorms with first and second year students (Fall 2015).,2015,2015,6,1,Report to the Ad Hoc Committee on University Climate and Culture,Culture Working Group,Faculty Group,NA,NA,Report for President Sullivan,University Office
476,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Page 1: 456-746,"Build upon UVA’s pilot program with Harvard University School of Law’s Gender and Violence Project and Futures Without Violence (FWV) course addressing campus sexual assault to include curricular elements of power-based inequalities (e.g., racism, sexism, classism) and cultural competency.",2015,2015,7,1,Report to the Ad Hoc Committee on University Climate and Culture,Culture Working Group,Faculty Group,NA,NA,Report for President Sullivan,University Office
477,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Page 1: 460-1143,"Provide counseling and mental health resources to CAPS required for optimal student mental health:  (1) to achieve student-to-clinician ratios comparable to those at UVA’s peer institutions, (2) to pilot innovative outreach models to students such as counseling kiosks in first year dorms and on North Grounds, (3) to extend suicide prevention strategies including peer faculty and staff training to detect early student distress,(4) to pilot outreach consultation to faculty teaching first year students in COLAs and ENWRs, (5) to pilot expanded orientation module for RAs around recognizing and first line response to student emotional distress especially around sexual misconduct.",2015,2015,8,1,Report to the Ad Hoc Committee on University Climate and Culture,Culture Working Group,Faculty Group,NA,NA,Report for President Sullivan,University Office
478,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Page 1: 485-589,"Continue active dialogue between Greek chapters, their national organizations and University leadership.",2015,2015,9,1,Report to the Ad Hoc Committee on University Climate and Culture,Culture Working Group,Faculty Group,NA,NA,Report for President Sullivan,University Office
479,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Page 1: 491-652,nitiate planning for additional non-themed residential college housing to allow for vertical integration among class years and a variety of student populations.,2015,2015,10,1,Report to the Ad Hoc Committee on University Climate and Culture,Culture Working Group,Faculty Group,NA,NA,Report for President Sullivan,University Office
480,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Page 1: 655-801,Develop expanded dormitory capacities in preparation for housing of all second year students with consideration for student financial constraints.,2015,2015,11,2,Report to the Ad Hoc Committee on University Climate and Culture,Culture Working Group,Faculty Group,NA,NA,Report for President Sullivan,University Office
481,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Page 1: 697-1475,"Immediately direct attention to developing and funding an event on Central  Grounds to neutralize the inherent dangers of the “block party” (open houses on 14th Street and Wertland).  The goal is to focus on multiple small group interactions enabled by overlapping student performances at different sites (e.g. Black Voices, Jazz in the Ampitheater, Kletzmer Band, UVA Step Band), CIO kiosks in the gardens, food and non-alcoholic beverages for a time period between 9:30pm-2:30am.  Such an event will facilitate the engagement of student leaders and upperclassmen with first year students.  An alternative strategy is to introduce similar programming within the 14th Street and Wertland neighborhood (in consultation with the University and Charlottesville Police Departments).",2015,2015,12,2,Report to the Ad Hoc Committee on University Climate and Culture,Culture Working Group,Faculty Group,NA,NA,Report for President Sullivan,University Office
482,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Page 1: 750-1035,"Enlist the Curriculum Committee of the College of Arts and Sciences to survey existing course offerings related to power-based inequities, identify gaps and recruit faculty to fill gaps. Consider requiring all students to enroll in a 3 credit course addressing power-based inequities.",2015,2015,13,2,Report to the Ad Hoc Committee on University Climate and Culture,Culture Working Group,Faculty Group,NA,NA,Report for President Sullivan,University Office
483,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Page 1: 774-1121,"Increase Gordie Center programming, with the provision of appropriate resources, to decrease problematic drinking and prevent sexual misconduct by: (1)  to provide funding and extend the Brief Alcohol Screening and Intervention for College (BASICS), (2) to develop online normative feedback on alcohol norms for fraternities and sororities with the",2015,2015,14,2,Report to the Ad Hoc Committee on University Climate and Culture,Culture Working Group,Faculty Group,NA,NA,Report for President Sullivan,University Office
484,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Page 1: 1008-1097,Invest in evidence-based programs to reduce the stigma of seeking mental health services.,2015,2015,15,2,Report to the Ad Hoc Committee on University Climate and Culture,Culture Working Group,Faculty Group,NA,NA,Report for President Sullivan,University Office
485,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Page 1: 1071-1136,"House 5,000 undergraduates in residential colleges by Fall 2020.",2015,2015,16,3,Report to the Ad Hoc Committee on University Climate and Culture,Culture Working Group,Faculty Group,NA,NA,Report for President Sullivan,University Office
486,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Page 1: 1101-1195,Evaluate status and continue innovative outreach models to first year dorms and North Grounds.,2015,2015,17,3,Report to the Ad Hoc Committee on University Climate and Culture,Culture Working Group,Faculty Group,NA,NA,Report for President Sullivan,University Office
487,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Page 1: 1141-1304,"Develop space and equitable allocation systems to accommodate all student populations especially LGBTQ, African American populations and other marginalized groups.",2015,2015,18,3,Report to the Ad Hoc Committee on University Climate and Culture,Culture Working Group,Faculty Group,NA,NA,Report for President Sullivan,University Office
488,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Page 1: 1199-1351,Fully support the Gordie Center (funding) to continue the Brief Alcohol Screening and Intervention for College (BASICS) program for the next five years.,2015,2015,19,3,Report to the Ad Hoc Committee on University Climate and Culture,Culture Working Group,Faculty Group,NA,NA,Report for President Sullivan,University Office
489,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Page 1: 1331-1407,Initiate mandatory on Grounds housing by Fall 2016 for second year students.,2015,2015,20,3,Report to the Ad Hoc Committee on University Climate and Culture,Culture Working Group,Faculty Group,NA,NA,Report for President Sullivan,University Office
490,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Page 1: 1355-1495,Consider a dedicated UVA office focused fully on developing and evaluating effective alcohol strategies with Grounds and Community coalition,2015,2015,21,4,Report to the Ad Hoc Committee on University Climate and Culture,Culture Working Group,Faculty Group,NA,NA,Report for President Sullivan,University Office
491,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Page 1: 1374-1941,"To decrease the alienation of students from University leadership: (1) increase the transparency of communication between the administration and its constituents of students, faculty and staff, (2) establish a mechanism to engage timely student and faculty feedback in advance of major presidential messages to students, (3) increase the transparency of communication around financial aid packaging and AccessUVA, (4) consider models of peers (e.g. William and Mary’s convocation which concludes with a new student welcome and picnic with upperclassmen and faculty).",2015,2015,22,4,Report to the Ad Hoc Committee on University Climate and Culture,Culture Working Group,Faculty Group,NA,NA,Report for President Sullivan,University Office
492,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Page 1: 1444-1670,"Create a working group of students, faculty and staff to catalogue existing academic mentoring and advising systems, to determine effectiveness, identify remaining gaps, and report to the appropriate deans of CLAS, SEAS, ARCH.",2015,2015,23,4,Report to the Ad Hoc Committee on University Climate and Culture,Culture Working Group,Faculty Group,NA,NA,Report for President Sullivan,University Office
493,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Page 1: 1479-1776,"Support and extend alternative programming: (1) provide resources to pilot affirmative programming for non-alcohol events especially for game weekends, Foxfield and Final Exercises, (2) evaluate UVA experience and explore peer best practices to develop a long term strategy for non-alcohol events.",2015,2015,24,4,Report to the Ad Hoc Committee on University Climate and Culture,Culture Working Group,Faculty Group,NA,NA,Report for President Sullivan,University Office
494,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Page 1: 1616-1931,"Appoint a committee of diverse backgrounds and representing all facets of the Community to develop an inspiring, compelling, and concise aspirational statement representing the Community’s vision for a safe, inclusive and welcoming climate that is required for the realization of individual and institutional goals.",2015,2015,25,4,Report to the Ad Hoc Committee on University Climate and Culture,Culture Working Group,Faculty Group,NA,NA,Report for President Sullivan,University Office
495,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Page 1: 1645-1709,Provide resources to extend Safe Space training to all students.,2015,2015,26,5,Report to the Ad Hoc Committee on University Climate and Culture,Culture Working Group,Faculty Group,NA,NA,Report for President Sullivan,University Office
496,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Page 1: 1732-2314,"Evaluate progress of BSA recommendations from “Towards a Better University”: (1) required course of UVA history including various perspectives like race, gender, and socioeconomic status, (2) permanent and proper slave memorial on Grounds (Academical Village), (3) increased financial support for African American operations (space, fellowships, scholarships, tutoring, etc.), (4) successful transition of the Carter G. Woodson Institute to department status, (5) strategic plan of recruiting and retention of minority faculty and students (particularly black faculty and students).",2015,2015,27,5,Report to the Ad Hoc Committee on University Climate and Culture,Culture Working Group,Faculty Group,NA,NA,Report for President Sullivan,University Office
497,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Page 1: 1935-2526,"Consider the Black Student Alliance’s “Towards a Better University”  most notably: (1) the development of online summer cultural competency training module and fall orientation presentation, (2) the re-evaluation of recruitment strategies to recruit black students, (3) the implementation of strategies to increase the recruitment and retention of black faculty and staff (e.g. deaconal metrics, cluster hires, dual career support and endowed chairs), (4) better training of RAs to discuss race, gender, and socioeconomic status, (5) increased minority perspectives in classroom discussions.",2015,2015,28,5,Report to the Ad Hoc Committee on University Climate and Culture,Culture Working Group,Faculty Group,NA,NA,Report for President Sullivan,University Office
498,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Page 1: 1967-2189,"mprove the academic advising process for incoming students through: (1) required face to face meetings with designated faculty, (2) redesign of the association dean role, (3) implement Total Advising per Cornerstone Plan.",2015,2015,29,5,Report to the Ad Hoc Committee on University Climate and Culture,Culture Working Group,Faculty Group,NA,NA,Report for President Sullivan,University Office
499,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Page 1: 2530-2979,"In preparation for the University of Virginia’s bicentennial, (1) charge a distinguished diverse group of scholars and students to propose representative symbols for Grounds of slave life in the Academical Village as well as of the impact of women and minorities in contemporary University life, (2) issue RFPs for scholarly projects involving faculty and students utilizing the recently digitized historical archives, (3) develop a permanent exhibit",2015,2015,30,5,Report to the Ad Hoc Committee on University Climate and Culture,Culture Working Group,Faculty Group,NA,NA,Report for President Sullivan,University Office
547,UVA Alumni for Change Letter to President Sullivan.pdf,Page 1: 3-73,Address issues of implicit bias and cultural awareness for all faculty.,2015,2015,1,0,Letter to President Sullivan,UVA Alumni for Change,NA,NA,NA,Letter sent to President Sullivan,Alumni
548,UVA Alumni for Change Letter to President Sullivan.pdf,Page 1: 78-95,Set and operationa,2015,2015,2,0,Letter to President Sullivan,UVA Alumni for Change,NA,NA,NA,Letter sent to President Sullivan,Alumni
549,UVA Alumni for Change Letter to President Sullivan.pdf,Page 1: 184-309,"Grow and fully fund the Office of African American Affairs, the Carter G. Woodson Institute, and the Luther P. Jackson House.",2015,2015,3,0,Letter to President Sullivan,UVA Alumni for Change,NA,NA,NA,Letter sent to President Sullivan,Alumni
550,UVA Alumni for Change Letter to President Sullivan.pdf,Page 1: 313-436,Finally and fully implement ALL of the recommendations outlined in “Audacious Faith” and its follow up reports/evaluations.,2015,2015,4,0,Letter to President Sullivan,UVA Alumni for Change,NA,NA,NA,Letter sent to President Sullivan,Alumni
551,UVA Alumni for Change Letter to President Sullivan.pdf,Page 1: 440-724,Establish a President's Advisory Council for Black Alumni (which includes the senior University Administrators) who can serve as a ‘kitchen cabinet' to your office to provide advice and guidance in the strategic planning and implementation of the above and other such recommendations.,2015,2015,5,0,Letter to President Sullivan,UVA Alumni for Change,NA,NA,NA,Letter sent to President Sullivan,Alumni
552,UVA Alumni for Change Letter to President Sullivan.pdf,Page 1: 2380-2458,Ensure that no honor or judicial charges are advanced against Martese Johnson.,2015,2015,6,1,Letter to President Sullivan,UVA Alumni for Change,NA,NA,NA,Letter sent to President Sullivan,Alumni
553,UVA Alumni for Change Letter to President Sullivan.pdf,Page 1: 2462-2585,Direct the Office of Admissions to set and operationalize a goal of tripling the number of enrolled Black students by 2020.,2015,2015,7,1,Letter to President Sullivan,UVA Alumni for Change,NA,NA,NA,Letter sent to President Sullivan,Alumni
554,UVA Alumni for Change Letter to President Sullivan.pdf,Page 1: 2589-2706,Require all students to take a “History of the University” course that directly addresses the role of enslaved labor.,2015,2015,8,1,Letter to President Sullivan,UVA Alumni for Change,NA,NA,NA,Letter sent to President Sullivan,Alumni
555,UVA Alumni for Change Letter to President Sullivan.pdf,Page 1: 2710-2770,Grow and fully fund the African American Studies department.,2015,2015,9,1,Letter to President Sullivan,UVA Alumni for Change,NA,NA,NA,Letter sent to President Sullivan,Alumni
186,Demands of the March to Reclaim Our Grounds_2017.docx,Page 1: 47-161,Remove the Confederate plaques on the Rotunda. An appropriate place would be in a museum or in Special Collections.,2017,2017,1,0,Demands of the March to Reclam our Grounds,Multiple Student Groups,Student Group,52,Organizations,Signed,Students
187,Demands of the March to Reclaim Our Grounds_2017.docx,Page 1: 165-273,eclare the lawn a residential space. Concealed arms and open flames should not be allowed within this space.3,2017,2017,2,0,Demands of the March to Reclam our Grounds,Multiple Student Groups,Student Group,52,Organizations,Signed,Students
188,Demands of the March to Reclaim Our Grounds_2017.docx,Page 1: 276-566,"cknowledge the $1,000 gift to the University’s Centennial Fund received from the KKK in 1921; re-invest this amount, adjusted for inflation, into existing UVa and Charlottesville multicultural organizations; and include this racist history at UVA into education surrounding the Bicentennial.",2017,2017,3,0,Demands of the March to Reclam our Grounds,Multiple Student Groups,Student Group,52,Organizations,Signed,Students
189,Demands of the March to Reclaim Our Grounds_2017.docx,Page 1: 572-813,"hite supremacist hate groups, particularly UVA alumni Jason Kessler and Richard Spencer should be explicitly denounced and banned from campus. They have already incited and perpetrated violence against students past the point of free speech.5",2017,2017,4,0,Demands of the March to Reclam our Grounds,Multiple Student Groups,Student Group,52,Organizations,Signed,Students
190,Demands of the March to Reclaim Our Grounds_2017.docx,Page 1: 815-1218,"All students, regardless of area of study, should have required education (either inside or outside the classroom) on white supremacy, colonization, and slavery as they directly relate to Thomas Jefferson, the University, and the city of Charlottesville. The current curriculum changes only affect the College of Arts and Sciences and allow students to focus in on aspects of difference of their choice.",2017,2017,5,0,Demands of the March to Reclam our Grounds,Multiple Student Groups,Student Group,52,Organizations,Signed,Students
191,Demands of the March to Reclaim Our Grounds_2017.docx,Page 1: 1221-1555,"UVA’s historical landscape must be balanced. The statue of Jefferson serves as an emblem of white supremacy, and should be re-contextualized with a plaque to include that history. Additionally, more buildings named after prominent white supremacists, eugenicists, or slaveholders should be renamed after people of marginalized groups.7",2017,2017,6,1,Demands of the March to Reclam our Grounds,Multiple Student Groups,Student Group,52,Organizations,Signed,Students
192,Demands of the March to Reclaim Our Grounds_2017.docx,Page 1: 1557-1719,"Expand the working group on University response to the events of Aug. 11-12, 2017 to represent students of color and those affected by the violence of Aug. 11-12.8",2017,2017,7,1,Demands of the March to Reclam our Grounds,Multiple Student Groups,Student Group,52,Organizations,Signed,Students
193,Demands of the March to Reclaim Our Grounds_2017.docx,Page 1: 1722-2042,"s of last year, the percentage of African American undergraduate students enrolled in the University was 6.4%. The University must take action to ensure that as a public university, this number is reflective of state demographics at a 19.6% proportion. Given the impact of recent events, action on this step is crucial. 9",2017,2017,8,1,Demands of the March to Reclam our Grounds,Multiple Student Groups,Student Group,52,Organizations,Signed,Students
194,Demands of the March to Reclaim Our Grounds_2017.docx,Page 1: 2045-2399,"n 2016, the percentage of African American faculty was 3%. This percentage is unacceptable and disproportionate to the number of African American students. This disparity exists across all minority groups. Thus, proportion of faculty for an underrepresented group should strive to match the proportion of the student population of that group at minimum. 1",2017,2017,9,1,Demands of the March to Reclam our Grounds,Multiple Student Groups,Student Group,52,Organizations,Signed,Students
195,Demands of the March to Reclaim Our Grounds_2017.docx,Page 1: 2402-2788,"Issue a strategic and actionable diversity plan, with input sourced from minority student leadership, as done by other peer institutions such as Georgetown University, Brown University, and Virginia Tech. This plan should include a special emphasis on improving diversity and inclusion for faculty, staff, and students of color, as well as relations with the Charlottesville community. 1",2017,2017,10,1,Demands of the March to Reclam our Grounds,Multiple Student Groups,Student Group,52,Organizations,Signed,Students
196,Demands of the March to Reclaim Our Grounds_2017.docx,Page 1: 2795-2972,"emand a living wage paid to all UVa. workers, both direct and contracted, that is indexed to inflation and inclusive of all benefits laid out by the Living Wage Campaign at UVa.1",2017,2017,11,2,Demands of the March to Reclam our Grounds,Multiple Student Groups,Student Group,52,Organizations,Signed,Students
197,Demands of the March to Reclaim Our Grounds_2017.docx,Page 1: 2975-3051,We demand continued enrollment and in-state tuition for DACA students at UVa.,2017,2017,12,2,Demands of the March to Reclam our Grounds,Multiple Student Groups,Student Group,52,Organizations,Signed,Students
264,Diversity Recommendation Index_8_14_17.pdf,Page 1: 5-133,"Immediate, in-depth, recurring study on the condition o Black people at UVA akin to “Audacious Faith” report. (TaBU, 2015, p. 8)",2017,2017,1,0,Index of Diversity Recommendations,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,NA,University Office
265,Diversity Recommendation Index_8_14_17.pdf,Page 1: 5-76,"Grow and ully und the Arican American Studies department. (AFC, 2015)",2017,2017,2,0,Index of Diversity Recommendations,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,NA,University Office
266,Diversity Recommendation Index_8_14_17.pdf,Page 1: 5-77,"Creation o a renovated and improved Cultural Center. (TaBU, 2015, p. 19)",2017,2017,3,0,Index of Diversity Recommendations,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,NA,University Office
267,Diversity Recommendation Index_8_14_17.pdf,Page 1: 5-220,"Partnered Universities should include Historically Black Colleges and Universities (HBCUs) that incorporate a visiting proessors program, especially in departments without diverse teaching sta. (TaBU, 2015, p. 26)",2017,2017,4,0,Index of Diversity Recommendations,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,NA,University Office
268,Diversity Recommendation Index_8_14_17.pdf,Page 1: 5-376,"The University should have a public policy major or course o study. We already have top-notch resources available in the Politics department, the Law School, the Miller Center, the Center or Governmental Studies, the Institute or Practical Ethics, and other areas. Our Jeersonian heritage also makes this initiative a natural one or the University. (ED, 2002, p. 12)",2017,2017,5,0,Index of Diversity Recommendations,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,NA,University Office
269,Diversity Recommendation Index_8_14_17.pdf,Page 1: 5-308,"Identiy shared space that could be used or collaborative work between aculty rom dierent schools; also or aculty to meet with students in an inormal way. In addition, it would be useul to reserve parking at each school or aculty doing these types o cross-school activities. (ED, 2002, p. 11)",2017,2017,6,1,Index of Diversity Recommendations,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,NA,University Office
270,Diversity Recommendation Index_8_14_17.pdf,Page 1: 6-104,"Oer team-building retreats or classifed sta like those available to aculty. (ED, 2002, p. 10)",2017,2017,7,1,Index of Diversity Recommendations,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,NA,University Office
271,Diversity Recommendation Index_8_14_17.pdf,Page 1: 6-313,"Build upon UVA’s pilot program with Harvard University School o Law’s Gender and Violence Project and Futures Without Violence (FWV) course addressing campus sexual assault to include curricular elements o power-based inequalities (e.g., racism, sexism, classism) and cultural competency. (CWG, 2015, p. 8)",2017,2017,8,1,Index of Diversity Recommendations,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,NA,University Office
272,Diversity Recommendation Index_8_14_17.pdf,Page 1: 24-168,"Establish a Rural Health Resource Center to address health promotion, disease prevention, early detection, and chronic illness. (ED, 2002, p. 12)",2017,2017,9,1,Index of Diversity Recommendations,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,NA,University Office
273,Diversity Recommendation Index_8_14_17.pdf,Page 1: 25-632,"Consider the Black Student Alliance’s “Towards a Better University” most notably: (a) the development o online summer cultural competency training module and all orientation presentation, (b) the re-evaluation o recruitment strategies to recruit Black students, (c) the implementation o strategies to increase the recruitment and retention o Black aculty and sta (e.g. deaconal metrics, cluster hires, dual career support and endowed chairs), (d) better training o RAs to discuss race, gender, and socioeconomic status, (e) increased minority perspectives in classroom discussions. (CWG, 2015, p. 4)",2017,2017,10,1,Index of Diversity Recommendations,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,NA,University Office
